fecha,titulo,is_fake,descripcion,sector
2019-10-29,Nebot se tatua al Che como prueba de su amor al comunismo,1,"APS. Noticias.- Después de publicar su video socialista, el ex alcalde de Guayaquil Jaime Nebot, decidió mostrar sus tatuajes comunistas en sus redes sociales. “El comunismo es el camino hacia el desarrollo, el neoliberalismo no da de comer a los que más lo necesitan, yo soy un comunista de convicción, ¡patria o muerte!”, afirmó Nebot en un discurso.",
2019-10-23,Moreno: Correa y Maduro están detrás de las protestas en Saturno,1,"EM. Noticias.- Las protestas en el planeta Saturno no han cesado desde hace 6 semanas saturneanas donde el proletariado pide mejores condiciones de vida. Saturno se une a la ola de protestas donde Chile, Ecuador, Barcelona, Líbano han causado desmanes y saqueos en las calles debido a la injusticia social.",
2019-10-03,Gobierno legaliza las de 16 para que la gente se olvide del paquetazo,1,"EM. Noticias.- El máximo organismo constitucional del Ecuador, respaldó el sexo consentido con señoritas de 16 años, esta madrugada. Con cinco votos a favor y cuatro en contra, la Corte Constitucional (CC) resolvió favorablemente el sexo entre un adulto y una niña de 16 años ya es legal y no será considerado como violación.",ecuador
2019-10-02,"Anti-correísta que esperaba recibir solo la puntita en impuestos, recibió tremendo paquetazo",1,"APS. Noticias.- Miles de odioadores de Rafael Correa esperaban con un poco de miedo las nuevas medidas económicas ordenadas por el FMI, compraron varios litros de vaselina para estar preparados.  “Solo subirá el IVA dos puntos, Correa ya subió por un año y no pasó nada, es como decimos los hombres, solo la puntita jajaja”, manifestó Luis López un empleado público.",
2019-09-26,El Lobo Feróz sopló y derrumbó las casas que construyó Otto,1,"APS. Noticias.- Las casitas de caña que el vicepresidente de la república Otto Sonnenholzner entregó esta semana a los guayaquileños ya se encuentran destruidas. Las casitas que fueron hechas a la maldita sea, con caña podrida y techo con huecos fueron destruidas debido a fuertes vientos.",
2019-09-18,Cura pedófilo celebra la ley anti aborto con sus dos deliciosos monaguillos,1,"La Conferencia Episcopal Ecuatoriana felicitó a los legisladores, en un comunicado, por no votaran a favor de despenalizar el aborto en caso de que las mujeres sean víctimas de violación.  Un cura pedófilo aplaudió con euforia la no despenalización del aborto y afirmó que esta victoria de Dios merece ser celebrada.",
2019-09-18,La Asamblea Nacional permite a los pedófilos ser padres de familia,1,"APS. Ecuador.- La Asamblea Nacional negó la noche de este martes la despenalización del aborto en caso de violación, contemplada dentro del proyecto de reformas al Código Orgánico Integral Penal (COIP), que introduce cambios en 129 artículos de la norma vigente. En los exteriores de la asamblea, la Asociación de Violadores del Ecuador (AVE), agradeció a la asamblea nacional por velar por sus derechos.",
2019-09-05,Pamela Martínez no se acuerda donde dejó su bolígrafo,1,APS. Noticias.- El disque cuaderno disque hallado detrás de una disque chimenea en la casa de Pamela Martínez supuestamente fue escrito en el 2018 según la fiscal Diana Salazar.  La ex asesora de Rafael Correa confirmó esta ella escribió todo de memoria porque tiene una memoria perfecta.,
2019-09-04,Nació la hija de Vito Muñoz,1,"Piña Colada Muñoz Zambrano, la hija de Vito Muñoz y Rosibel Zambrano nació este 1 de septiembre de 2019 por parto natural. La hermosa bebé nació verdecita, midió 18 cm y pesó 4 libras, y llenó de alegría a la feliz pareja.",
2019-09-04,Casinos de Las Vegas vetan a ex asesora de Correa por tener una memoria fotográfica,1,"APS. Noticias.- Todos los casinos de Las Vegas en Estados Unidos han decidido vetar de por vida a la ex asesora de Rafael Correa, Pamela Martinez. Según Mike Ross, presidente de la asociación de casinos de Las Vegas, Martínez es capaz de contar cartas en el poker, por lo que podría dejar en banca rota a Las Vegas.",las vegas
2019-08-16,El Zapato del Crnel. Tapia fue exitosamente extraído del culo de Vivanco,1,"APS. Noticias.- Esta mañana doctores del Hospital Militar examinaron el trasero del youtuber Luis Eduardo Vivanco, el mismo que llegó al centro médico con síntomas de desgarro anal severo. Las radiografías del coxis de Vivanco, revelaron un zapato incrustado en el trasero del youtuber que probablemente pertenecería al Coronel Rolando Tapia.",
2019-08-05,Lenin Moreno pide disculpas a los chimpanzés por compararlos con niños guayaquileños,1,"APS. Noticias.- El presidente Lenin Moreno intentó aclarar uno de sus comunes ‘lapsus brutos’ cuando se refirió a los niños pobres como “monitos emprendedores”. El rechazo por parte de los ecuatorianos, a obligado al presidente ecuatoriano a disculparse. Pero una vez mas, el débil intelecto de Moreno le jugó una mala pasada, al disculparse con los monos en lugar de con los ecuatorianos.",
2019-07-29,Iván Granda: “Me como a la Romo porque no tengo plata para ir al Chongo”,1,"APS.Noticias.- El Ministro Iván Granda en una entrevista con Carlos Vera, confirmó que si usa bienes del estado para irse de vacaciones amorosas con Maria Paula Romo, la ministra del Interior. Granda posteriormente confirmó que si “le atiende” a Romo, y afirmó que son tiempos difíciles y que no tiene plata para una buena ‘cariñosa’",
2019-07-22,El lelo Vivanco bloquea a su abuela en Twitter por no pautar con la Posta,1,"APS. Noticias.- Después de que el Shiri Carán de la capital, Jorge Yunda se burlara de Luis Eduardo Vivanco por las redes sociales, el Youtuber de la posta se ha dedicado a bloquear a todo aquel que lo trolée en las redes sociales. Según el Dr. Luis Sánchez, proctólogo del Hospital de lo Valles, el fuerte troleo que recibió Vivanco en las redes sociales le ha causado fuertes dolores anales. La desesperación de Vivanco fue tanta que hasta bloqueó a su abuela por trolearlo en twitter.",
2019-07-15,Ministra Romo es menos histérica desde que el ministro Iván Granda le garrotea,1,"APS. Noticias.- Después de que se descubriera la relación carnal entre la ministra del Interior Maria Paula Romo y el Ministro Iván Granda, muchas noticias han salido a la luz. Según estadísticas del INEC, el apresamiento a ciudadanos sin justificación alguna disminuyó en un 90% desde que el ministro Ivan Granda le mete sus garrotazos a la Ministra Romo.",
2019-07-09,Maria José Carrión ya tuvo su primer hijo con el venezolano,1,"EM. Noticias.- La asambleísta María Jose Carrión quién afirmó hace semanas atrás que se encontraba embarazada, parió a su crío esta madrugada.   Carrión quién también publicó una fotografía con su amante de nacionalidad venezolana, afirmó que en un principio ella lo alojó en su casa por ser un pobre desplazado de su país, luego con unos tragos demás, una cosa llevó a la otra, ella le metió dos puñetes e hicieron el amor.",
2019-06-29,Ricky Martin celebró el fichaje de Antonio Valencia por la LDU,1,"EM. Deportes.- Liga de Quito ha hecho oficial este viernes la contratación por dos años del ecuatoriano Antonio Valencia, quien estuvo en Brasil con la selección que disputó la Copa América.  En un video difundido en sus redes sociales, el exjugador del Manchester United aparece en el estadio Rodrigo Paz vistiendo el mismo número 25 que mantuvo durante una década en Inglaterra, pero ahora con la camiseta blanca del equipo quiteño.",brasil
2019-06-29,Gobierno analiza gravar impuesto a ‘Netflix’ y a ‘El Mercioco’,1,"EM. Noticias.- El Gobierno sigue analizando las medidas que se aplicarían como parte de las reformas tributarias que enviará a la Asamblea. En una entrevista en diario El Comercio, el viceministro de Finanzas, Fabián Carrillo, anunció la posibilidad de aplicar un impuesto por el uso de plataformas digitales para películas, series y diversión como Netflix, Spotify y Diario El Mercioco. Según el viceministro, la propuesta nace de la necesidad de formalizar este servicio. El funcionario dijo también que para estas reformas que se plantean reciben asesoramiento técnico de organismos internacionales, entre ellos, la Comisión Económica para América Latina y el Caribe (CEPAL).",netflix
2019-06-28,La alcaldía de Riobamba se convierte en chongo de a $5 el palo,1,"El alcalde de Riobamba junto a sus concejales han decidido convertir el edificio de la alcaldía en un chongo para el pueblo. El objetivo es obtener fondos para completar las obras de la ciudad puesto que ya no hay presupuesto. Según los ediles, este proyecto recaudará alrededor de 10 millones de dólares mensuales.",riobamba
2019-06-24,Ecuatorianos piensan que el Bolillo perderá hasta el vuelo de regreso,1,"De la vida real.- La Selección de Ecuador solo debe ganar a Japón para clasificar a cuartos de final de la Copa América Brasil-2019. Esta posibilidad se dio tras los resultados finales en el grupo B: Colombia derrotó 1-0 a Paraguay y Argentina venció 2-0 a Catar. Si gana Ecuador hace tres unidades y entraría como segundo mejor tercero sobre guaraníes y cataríes, que se quedaron con dos puntos y una unidad respectivamente.",ecuador
2019-06-17,Ecuatorianos piden a los Bucaram que le “saquen la puta” al Bolillo para que se vaya de una vez,1,"EM. Noticias.- En la jornada de este domingo, la Selección de Ecuador perdió 4-0 ante Uruguay, en un partido en el que los charrúas dominaron durante gran parte del compromiso.  Ante tal humillación por parte del Bolillo Gomez, los Ecuatorianos por medio de las redes sociales han llamado a la familia Bucaram para defender el nombre del Ecuador.",selección
2019-06-11,Moreno afirma que la selección “Siempre vale tres atados de v….”,1,"EM. Noticias.- Por las semifinales del Mundial sub 20, Ecuador perdió el duelo contra Corea del Sur, en un intenso duelo táctico, que mantuvo a ambos conjuntos buscando controlar el partido.  Al minuto de finalizar el partido, el mandatario Lenin Moreno afirmó en su cuenta de twitter que Wakanda (refiriendose a los jugadores negros de Ecuador), siempre valen tres atados de v…a. En declaraciones pasadas Moreno insistió en que el Ecuador nunca gana medallas.",ecuador
2019-06-08,Moreno anuncia que eliminará el impuesto a la cocada por la victoria de la Mini Tri,1,"EM. Noticias.- Ecuador venció 2-1 a Estados Unidos en el partido por cuartos de final del Mundial Sub 20 de Polonia 2019 y consiguió una histórica clasificación a semifinales.  Ante esta heroica hazaña de los seleccionados sub20, Lenin Moreno afirmó que como apoyo al futbol nacional, eliminará el impuesto a la cocada.",ecuador
2019-06-08,Once humildes ecuatorianos le cierran el hocico a Lenin Moreno,1,"Noticia Real.- Con goles de José Cifuentes y Jhon Espinoza, la selección ecuatoriana se impuso 2-1 a los norteamericanos (empaté parcial de Timothy Weah) y se clasificó a las semifinales del Mundial de Polonia 2019. Hace un mes Lenin Moreno dijo que “no apoya al deporte ecuatoriano porque nosotros nunca ganamos nada mientras que los estadounidenses siempre ganan todo”.",
2019-06-03,Invasores de la ciclovía festejan con orgullo el triunfo de Carapaz,1,"De la vida real.- El ciclista ecuatoriano Richard Carapaz ganó el Giro de Italia, luego de 21 intensos días y 90 horas de carrera. Es el segundo latinoamericano en lograr esta distinción, y el primer ecuatoriano en alcanzar este hito del deporte mundial.  Miles de conductores que putean a los ciclistas, y que invaden las ciclovías, felicitaron a Carapaz por las redes sociales y se sintieron orgullosos de que Carapaz sea Ecuatoriano.",
2019-05-31,Alexis Mera rompe record Guinness en su primera hora en la cárcel,1,"APS. Noticias.- Alexis Mera, exsecretario jurídico de la Presidencia durante el periodo de Rafael Correa, fue detenido en Guayaquil la mañana de este viernes 31 de mayo del 2019, por el caso ‘Arroz con Chancho’ y fue enviado a la cárcel de Esmeraldas .  Según la fiscalía, el mismo acusado habría solicitado ser encarcelado en Esmeraldas.",
2019-05-24,AU-D será el nuevo ministro de Economía y Finanzas del Ecuador,1,"EM. Noticias.– Después de que fuentes desde el Palacio de Carondelet confirmaran que Juan Fernando Velasco será el nuevo ministro de Cultura, un nuevo ministerio cambiará de titular. Se trata del Ministerio de Economía y Finanzas cuya administración pasará a manos de Martín Galarza conocido como AU-D. El músico reemplazará a Richard Martinez, quien se ha desempeñado en el cargo desde el 24 de mayo de 2017. El presidente del Ecuador Lenin Moreno ha manifestado que no habrá mucha diferencia en el cargo, ya que Martinez y Galarza tienen las mismas competencias y características.",
2019-05-20,Trujillo destituye a Satanás y nombra a Hitler “diablo interino”,1,"El infierno.-  Julio Cesar Trujillo, ex presidente del Consejo de Participación Ciudadana y Control Social Transitorio (Cpccs-t), encargado de evaluar a los organismos de control de Ecuador, destituyó hoy a Satanás y a cinco demonios por haberse aliado con Hugo Chavez. El presidente del Cpccs-t, Julio César Trujillo, anunció el fallo de ese organismo en el primer día que llegó al infierno y nombró a Adolf Hitler como el “Señor de la obscuridad interino”. El anuncio lo hizo junto a Leon Febres Cordero.",ecuador
2019-05-18,Vinicio Alvarado entrenará en la Ultimate Fighting Championship (UFC) para que lo respeten,1,APS. Noticias.- El ex ministro ecuatoriano Vinicio Alvarado ha decidido dedicarse a los combates de la Ultimate Fighting Championship (UFC) después de ser agredido por un grandulón en Guayaquil. Alvarado agradeció en sus redes sociales los mensajes de apoyo y afirmó que va a entrenar fuerte para triunfar en las peleas y así ganarse el respeto de los neardentales que viven en Guayaquil.,guayaquil
2019-05-17,Rulimán que votó ‘7 VECES SI’ trabajará 12 horas diarias a pesar de ser capitalista,1,"Noticia Real.- Una jornada especial de hasta 12 horas diarias deberán cumplir en el Ecuador los trabajadores (anticorreístas incluidos) de acuerdo a las reformas consensuadas por el Consejo Nacional de Trabajo y Salarios el día de ayer. Así se desprende de un documento que publicó la Cámara de Comercio de Quito detallando los acuerdos logrados por parte de los delegados de trabajadores, empleadores y del ministro de Trabajo, ayer.",ecuador
2019-05-17,Yunda nombra a su perro vice alcalde de la capital,1,"EPS. Noticias, Quito, Ecuador.- Zeus, el perro de raza del alcalde de la Capital del Ecuador, fue posesionado como primer vice-alcalde del Concejo Metropolitano de Quito en la primera sesión de constitución del organismo. Zeus es la mascota oficial de del movimiento Unión Ecuatoriana, al que pertenece el alcalde Jorge Yunda. A su favor hubo 12 votos de Unión Ecuatoriana, Izquierda Democrática (alianza con movimiento Vive), Concertación y  CREO.",quito
2019-05-15,Guachimán es ascendido a Maestro Mayor,1,EM. Noticias.- Jorge Yunda se posesionó como nuevo Shiry Carán 23 de la Capital en reemplazo del alcalde Mauricio Rodas.,
2019-05-15,Taita Dios: “Trujillo ya se estaba pasando de vergante”,1,"APS. Noticias.- Julio César Trujillo, presidente del Consejo de Participación Ciudadana y Control Social transitorio (Cpccs-t) ingresó la tarde de este martes 14 de mayo del 2019 de emergencia al Hospital Metropolitano de Quito por un accidente cerebro vascular.  El director médico del Hospital Metropolitano, Raúl Jervis, informó que la condición de salud del también exasambleísta y expresidente del Tribunal de Garantías Constitucionales de Ecuador es “crítica” con “pronóstico reservado severo”.",hospital metropolitano de quito
2019-05-11,"Longazo contento porque la Unión Europea eliminará las visas, pero no tiene ni para el bus",1,"APS. Noticias.-  Franklin Cunalata, un joven ecuatoriano que es controlador de bus, celebró  con alegría la posible eliminación del visado para los ecuatorianos que quieren ingresar a Europa. Según Cunalata, esto es un paso importante para la unión de las sociedades y para el turismo natural.",europa
2019-04-26,Lenin adquiere el guante de Thanos para desaparecer a los servidos públicos,1,"APS. Noticias.– El Ecuador comenzó a aplicar un plan de despidos en la administración pública para “reducir el Estado”, en cumplimiento de lo pautado por el Programa Económico de Estabilización Fiscal con el FMI. Para evitar las protestas, Moreno ha adquirido el guante de Thanos para desparecer con más eficiencia a los servidores públicos del Ecuador según fuentes oficiales de la Presidencia de la República.",ecuador
2019-04-25,Lenin alza el gas porque los pobres no tienen nada que cocinar,1,"EM. Noticias.- El Gobierno del presidente Lenín Moreno decidió subir el precio del gas natural. Así lo indica un decreto ejecutivo del 24 de abril de 2019. De acuerdo con el documento, el costo de este tipo de gas variará de acuerdo con las condiciones del mercado.  Las protestas en las redes sociales no han parado de criticar al presidente Moreno ya que subió el precio de la gasolina y ahora el gas.",
2019-04-23,Moreno quita el desayuno escolar porque los niños están gorditos y no consiguen novia,1,"EM. Noticias.- El presidente Lenin Moreno decidió cancelar el desayuno escolar para todos los niños de escuelas fiscales del Ecuador. Este programa fue implementado por el gobierno de Rafael Correa, en el cual todos los niños de las escuelas fiscales recibían un desayuno con vitaminas para que puedan asimilar bien los conocimientos en la escuela y para poder prevenir enfermedades y la desnutrición. Moreno argumentó que decidió eliminar dicho desayuno ya que por culpa del expresidente Correa, los niños están obesos y no pueden conseguir novia.",ecuador
2019-04-22,Chapa que pateó a señora en la cara durante las protestas recibió la medalla de honor,1,"EM. Noticias.- Con una condecoración ‘Al valor’ fue reconocido el heroísmo del cabo segundo de Policía Brandon Jesus Guamán Quishpe, quien apareció en un video propinándole una patada en la cara a una señora que protestaba contra el régimen de Lenin Moreno. En el video: Una señora que protestaba contra las mentiras de Lenin Moreno, intentaba recoger una bandera del Ecuador la cual estaba tirada en el piso, en ese momento el policía Guamán pateó en la cara a la peligrosa señora.",ecuador
2019-04-18,Correa: “Si tocan a Patiño me pego dos tiros”,1,"EM. Catilinaria Política.- El excanciller Ricardo Patiño salió ayer a las 18:20 del país, con destino a Perú, horas antes de la audiencia de formulación de cargos por supuesta instigación, herramienta de persecución política. Ante la persecución política contra Patiño, la reacción del expresidente Rafael Correa no se hizo esperar y una vez más amenazó con pegarse un tiro, esta vez con un revolver en la mano.",
2019-04-16,El “Mishi” le pasaba información a Segismundo para que le llegue a Correa,1,"APS. Prensa Satírica.- Según nuevas investigaciones realizadas por la Fiscalía General Ecuatoriana, Segismundo estaría involucrado en la red de espionaje en la Embajada Ecuatoriana. Seguismundo habría conocido “al Mishi” cuando Correa aún estaba en el poder, luego los dos habrían sido entrenados por la extinta KGB rusa para convertirse en espías profesionales.",
2019-04-16,Fiscalía presenta cargos contra gato de Assange por espionaje,1,"EM. Diatriba Política.- La Fiscalía de Ecuador presentó este lunes cargos contra de el gato de Julian Assange alias “el Mishi” por haber incurrido en el delito de espionaje profesional.  La Fiscalía de Ecuador ha presentado cargos este jueves durante la audiencia preparatoria del juicio contra el gatito de Assange, por haber incurrido en el delito de espionaje en el marco del escándalo de la expulsión de Julian Assange.",
2019-04-14,Trujillo eliminará el CPCCS con las esferas del dragón,1,"EM. Sátira Política.-  El presidente del Consejo de Participación Ciudadana y Control Social transitorio (CPCCS-T), Julio César Trujillo, anunció que desde el próximo 15 de mayo iniciará la búsqueda de las esferas del dragón para  eliminar de Consejo de Participación Ciudadana. “En cumplimiento de mi compromiso de meses anteriores, empezaré a recorrer el mundo, buscando las esferas del dragón para eliminar este Consejo de Participación Ciudadana”, anunció Trujillo a través de un video, que circula en redes sociales.",
2019-04-06,"Moreno: “Correa es el anticristo, su verdadero nombre es Damián”",1,"Satírica Política. Quito, Ecuador.- El presidente de Ecuador Lenin Moreno negó  su participación en la empresa ‘offshore’ INA Investment, por la cual la Fiscalía General del Estado abrió una investigación la semana pasada y afirmó que el expresidente Rafael Correa es el anticristo. En una entrevista en CNN Chile, Moreno reveló secretos apocalípticos de Rafael Correa cuando la entrevistadora le preguntó sobre su Offshore.",política
2019-04-04,Moreno: Mi hermano se creó la Offshore para guardar unos milloncitos que se encontró tirados en el piso,1,"Sátira Política. Quito, Ecuador.–  El presidente de la República, Lenín Moreno, en una entrevista con la Asociación Ecuatoriana de Radiodifusión, dio declaraciones sobre la empresa Offshore de su hermano. Moreno afirmó que él no ha robado mucho como para ponerlo en una Offshore. “Mi hermano caminando por una calle en Estados Unidos, se tropieza y cae encima de un bulto de billetes de 100 dólares, entonces mi hermano como no sabe que existen bancos ni nada, y por el miedo de que le roben en su casa, se crea una offshore en Panamá para poner esa platita que estaba tirada en el piso, son solo unos milloncitos, además mi hermano no es servidor público, entonces puede tener las offshore que quiera”, manifestó Moreno.",quito
