,fecha,titulo,descripcion,is_fake,,
10,01/07/2021,Sacapintas asaltaron a una pareja y se llevaron USD 15 000,"Una pareja fue asaltada al estilo sacapinta en los exteriores de una entidad financiera de la capital azuaya, este 1 de julio del 2021. Los desconocidos se llevaron USD 15 000.",0,,
11,30/06/2021,EE.UU. crea un comité para investigar el asalto al Capitolio,"Los 220 legisladores demócratas votaron a favor de una ley para crear la comisión, mientras que solo dos republicanos rompieron filas con el liderazgo de su partido y apoyaron la iniciativa.",0,,
12,30/06/2021,"Cámara de seguridad capta asalto a peluquería en Calderón, norte de Quito","Tres delincuentes ingresaron el pasado 25 de junio del 2021 a una peluquería en el barrio San José de Morán de Calderón, extremo norte de Quito, para asaltar.",0,,
13,30/06/2021,Testimonio de inseguridad: ‘El cinturón le salvó a mi esposo de que lo hirieran de gravedad durante un asalto’,Tres delincuentes ingresaron a una peluquería localizada en el barrio San José de Morán de Calderón para asaltar. Aquí el testimonio de una afectada.,0,,
14,29/06/2021,Testimonio de víctima de inseguridad: ‘Me hicieron secuestro exprés para robarme USD 500 de la cuenta’,"Rommel, de 28 años, fue víctima de un asalto al estilo secuestro exprés la tarde del 23 de junio del 2021 en Carapungo, norte de Quito.",0,,
15,27/06/2021,"Un asalto con arma de fuego se perpetró en la avenida República de El Salvador, en Quito","Una mujer fue víctima de un asalto violento en la avenida República del Salvador, en el norte de Quito.",0,,
16,25/06/2021,Asaltantes lanzan a la calle el dinero robado en un centro comercial,"Personas armadas asaltaron el local de un centro comercial de Machala y lanzaron el dinero robado a la calle, para evitar ser capturados. Una persona grabó el momento en el que la Policía resguardaba el sector en donde cayeron los billetes. Video: Redes sociales",0,,
17,25/06/2021,Armados lanzan dinero que habían robado para evitar captura en persecución policial,"El local de un centro comercial de Machala fue asaltado al mediodía del jueves, 24 de junio de 2021. Los armados huyeron del lugar con el dinero robado, pero fueron perseguidos por agentes de la Policía Nacional.",0,,
18,17/06/2021,Víctima de inseguridad en Quito: ‘Apuntó a mi esposo y me quedé paralizada’,Una ciudadana que tiene un negocio en el Centro Histórico de Quito cuenta su testimonio de cómo fue víctima de la inseguridad en el sector.,0,,
19,15/06/2021,Video capta asalto con armas de fuego a local de comidas en Quito,Un robo a un local de comidas en Quito fue captado por una cámara de seguridad la noche del lunes 15 de junio del 2021.,0,,
20,15/06/2021,Cámara de seguridad registra asalto a local de comidas en Quito,"Una cámara de seguridad captó la noche del lunes 14 de junio del 2021 cómo un grupo de personas llega en motocicletas a un local de comidas en el norte de Quito y, con armas de fuego, proceden a robar. Video: Cortesía",0,,
21,03/06/2021,10 alertas diarias de presuntos hechos delictivos en Quito, 1 500 han sido evitados en lo que va del 2021,0,0,
22,27/05/2021,La Policía reportó un intento de asalto en los exteriores de un banco en Quito,El hecho ocurrió en los exteriores de una entidad bancaria que funciona en la avenida Eloy Alfaro y Granados.,0,,
23,22/05/2021,"Seis detenidos por robo de ‘joyas valoradas en varios millones de dólares’, en Quito","La Policía detuvo a 6 personas sospechosas de un robo millonario en piedras preciosas, en Quito. Así lo informó la entidad, este 22 de mayo del 2021.",0,,
24,19/05/2021,Policía fue asaltado durante un encuentro con una trabajadora sexual,Un policía fue amedrentado y luego asaltado por la pareja de una trabajadora sexual. El hecho ocurrió en Santo Domingo de los Tsáchilas el lunes 17 de mayo del 2021 y fue confirmado por los investigadores.,0,,
25,17/05/2021,"Una persona es investigada por el robo de USD 70 000 en Baños de Agua Santa, en Tungurahua","El hecho delictivo, donde se sustrajeron una caja fuerte que contenía dinero, letras de cambio y joyas por un monto de USD 70 000, se registró el viernes 14 de mayo del 2021.",0,,
26,23/04/2021,Detenido presunto asaltante del Capitolio que presumió de ello en aplicación de citas,"Los servicios de seguridad estadounidenses han detenido a un participante en el asalto del Capitolio de Washington el pasado 6 de enero después de que presumiera de haber irrumpido en el parlamento de EE.UU. durante una conversación en una aplicación de citas, informaron este viernes 23 de abril del 2021 medios locales.",0,,
27,23/04/2021,Vecinos agreden una casa para evitar huida de sospechosos que habrían asesinado a un joven en Cuenca,"El ataque de un grupo de vecinos a una casa en un barrio residencial fue registrado la madrugada del viernes 23 de abril del 2021 en el sector Las Orquídeas, en Cuenca, en el sur del Ecuador.",0,,
28,13/04/2021,Robo a un adulto mayor que caminaba con muletas en el Centro de Quito,"Una mujer sigilosamente ingresa la mano en el bolsillo del adulto mayor, saca la cartera y la guarda en una maleta. El hombre salió a comprar víveres en una bodega y le arrebataron lo que tenía. En San Blas los vecinos dicen que los robos y asaltos se producen a cualquier hora del día. Video cortesía",0,,
29,13/04/2021,Un muerto y tres violaciones en un asalto armado a un orfanato en Haití,"Un grupo de hombres armados irrumpió el pasado lunes 12 de abril del 2021 en un orfanato en las afueras de Puerto Príncipe, asesinaron a un guardia de seguridad y agredieron sexualmente a tres personas, entre ellos dos menores, informaron este martes 13 fuentes oficiales.",0,,
30,12/04/2021,Tres personas intentaron asaltar a un policía en el sur de Quito, dos murieron en una balacera y el tercero fue procesado penalmente,0,0,
31,09/04/2021,Víctima persiguió con su camioneta y atropelló a los armados que le asaltaron al salir de un cajero bancario,"Un joven que fue asaltado por hombres armados, después de retirar dinero de un cajero automático, persiguió a los atacantes y los atropelló. El hecho se registró en el barrio Fisherton, en Rosario, y ha causado conmoción en esa localidad argentina.",0,,
32,04/04/2021,"Ciudadano localiza con GPS su teléfono robado, pero sin orden judicial no se pudo hacer requisa","Este domingo 4 de abril del 2021, un ciudadano que denunció haber sido víctima de un asalto en Quito, logró encontrar con el GPS su celular, pero sin una orden judicial la Policía no pudo hacer requisa.",0,,
33,04/04/2021,"Ciudadano localiza con GPS su teléfono robado, pero sin orden judicial no se pudo hacer requisa","Este domingo 4 de abril del 2021, un ciudadano que denunció haber sido víctima de un asalto en Quito, logró encontrar con el GPS su celular, pero sin una orden judicial la Policía no pudo hacer requisa.",0,,
34,02/04/2021,Muere un policía y el hombre que asaltó la barricada de seguridad en el Capitolio,"Un vehículo embistió este viernes 2 de abril del 2021 una barricada de seguridad en el Capitolio de Estados Unidos y provocó heridas en dos agentes de policía, uno de los cuales murió al igual que el asaltante, confirmó Yogananda Pittman, jefa interina de la Policía del Capitolio.",0,,
35,25/03/2021,Zuckerberg defiende a Facebook y culpa a Trump del asalto al Capitolio,"El consejero delegado de Facebook, Mark Zuckerberg, defendió este jueves 25 de marzo del 2021 el papel que su empresa desempeñó durante el proceso electoral de 2020 en EE.UU. y los meses posteriores, y culpó al expresidente Donald Trump del asalto al Capitolio por parte de miles de sus seguidores el 6 de enero.",0,,
36,25/03/2021,Conductor impacta con su auto a un agresor y evita asalto a un repartidor,"Una cámara captó el momento en el que un conductor en Brasil parquea al ver un asalto y decide atropellar al atacante. La persona pone en marcha el auto, al observar que el sospechoso saca un arma blanca para agredir a un repartidor. Video: Redes sociales",0,,
37,25/03/2021,Auto impacta a un atacante para evitar el asalto a un repartidor,"Un repartidor que entrega productos mediante aplicaciones fue interceptado en una vía por un atacante, cuando se disponía a salir en su moto para prestar su servicio. El sospechoso se le acercó a bordo de una bicicleta.",0,,
38,23/03/2021,Cámara registra a conductor que atropella a hombres que le asaltaron,"Una cámara de seguridad registró el momento en el que un conductor impacta a tres hombres que minutos antes le apuntaron con un arma, durante un asalto. Los sospechosos quedaron heridos en la vía y al lado de ellos había una pistola. Video: Redes sociales",0,,
39,23/03/2021,Conductor atropella a tres hombres que le habrían asaltado antes,"En el video aparecen tres hombres que caminan por una acera y luego cruzan hacia un parterre. Segundos después, una camioneta los atropella y las personas quedan heridas en el piso, cerca del vehículo.",0,,
40,23/03/2021,Vecinos graban asaltos a conductores en las calles de Quito,"Las personas que residen en barrios del centro de Quito han grabado los momentos en que agresores asaltan a conductores que detienen sus autos por el semáforo en el sector de El Trébol y la vía al valle de Los Chillos, en el centro de la capital. Video: Cortesía",0,,
41,18/03/2021,El mensaje de una madre que perdió a su hija: ‘Te pido perdón por no cumplir los muchos sueños que tenías’,"""Si tuviera otra oportunidad de cargarte en mis brazos, de oler tu cabecita, de reír a tu lado... La tomaría mil veces, solo un minuto Dios! para oír su voz y sentir sus caricias. Me la quitaron! Apagaron su luz y con ella la mía"", este es un fragmento del conmovedor mensaje de una madre que perdió a su hija.",0,,
42,17/03/2021,Conductor mató a su pasajera al intentar evitar ser asaltado,Una mujer de 47 años que esperaba un vehículo que la lleve al cumpleaños de su nieta murió en medio de un incidente que tuvo lugar cuando el conductor del automóvil que debía transportarla dio marcha atrás y la atropelló para evitar ser asaltado. Así lo reporta el medio Infobae este miércoles 17 de marzo del 2021.,0,,
43,16/03/2021,Hombre que manejaba un taxi asaltaba y atacaba sexualmente a pasajeras, fue sentenciado a 29 años por violación,0,0,
44,16/03/2021,Asesinan a más de 30 civiles en dos ataques contra aldea en oeste del Níger,"Más de treinta civiles fueron asesinados en un doble ataque perpetrado ayer por un grupo de personas armadas no identificadas en la localidad de Ouallam, en la región de Tillébéry, fronteriza con Mali, según informó hoy a Efe una fuente de seguridad de la zona.",0,,
45,16/03/2021,Robo a un restaurante en el norte de Quito quedó registrado en video,"Eran las 21:13 del lunes 15 de marzo del 2021 cuando tres hombres ingresaron a un restaurante ubicado en las cercanías de un centro comercial en el norte de Quito. A los pocos segundos, uno saca un arma y apunta a unos comensales y otros dos se acercan a la caja del local.",0,,
46,16/03/2021,Asalto a un restaurante en el norte de Quito quedó registrado en video,Una cámara captó el momento en el que tres hombres asaltaron un restaurante ubicado en el norte de Quito. El robo se cometió en menos de un minuto. Video: Redes sociales,0,,
47,09/03/2021,Mujer que tomó un taxi en Quito fue asaltada al llegar a su casa, los armados estaban escondidos en la cajuela,0,0,
48,05/03/2021,El FBI detiene a un funcionario de Trump por el asalto al Capitolio,"La Oficina Federal de Investigaciones (FBI) detuvo este jueves 4 de marzo del 2021 a un funcionario del expresidente Donald Trump por el asalto al Capitolio del pasado 6 de enero, convirtiéndose así en el primer arrestado vinculado al anterior Gobierno, según informan medios locales.",0,,
49,04/03/2021,YouTube levantará la prohibición a Trump cuando baje el riesgo de violencia,"YouTube de Alphabet Inc levantará su suspensión del canal del expresidente de Estados Unidos Donald Trump cuando determine que el riesgo de violencia haya disminuido, dijo el jueves 4 de marzo del 2021 la presidenta ejecutiva de la compañía, Susan Wojcicki.",0,,
50,03/03/2021,"Videos muestran un asalto en las oficinas del Barcelona SC, en el estadio Monumental en Guayaquil","Las oficinas administrativas del Barcelona Sporting Club fueron asaltadas, según videos que trascendieron la tarde de este miércoles, 3 de marzo del 2021.",0,,
51,01/03/2021,En 13 segundos un hombre quitó una ventana de un vehículo y se llevó varios artículos de fotografía y video en Ibarra,Un hombre se sustrajo varios equipos de video tras quitar la ventana de un vehículo estacionado. El hecho se registró en la ciudad de Ibarra.,0,,
52,01/03/2021,"20 procesados, armas incautadas; falso ‘equipo de fútbol’ capturado en Ambato","Una veintena de personas fue capturada en una operación de la Fiscalía y la Policía en Atocha, Ficoa, parroquia del cantón Ambato. Los sospechosos fingieron pertenecer a un equipo de fútbol para robar dos inmuebles en un conjunto residencial, informaron agentes este lunes 1 de marzo del 2021.",0,,
53,26/02/2021,Cuatro armados asaltaron una agencia de lotería en Portoviejo,"Cuatro hombres armados asaltaron una agencia de loterías, ubicada entre las calles Ramos Iduarte y Ramón Fernández, en Portoviejo, capital de la provincia de Manabí, en la Costa del Ecuador.",0,,
54,26/02/2021,Video capta a motociclista que invade veredas en Quito para robar a transeúntes,Las imágenes circularon en redes sociales. En el video se puede ver a una motocicleta que invade las veredas de una vía de Quito y el conductor del vehículo aprovecha la velocidad del automotor para arranchar un objeto a la víctima y escapar.,0,,
55,23/02/2021,Conductor esperaba una pasajera en San Roque cuando intentaron asaltarle, el hecho quedó grabado en video,0,0,
56,19/02/2021,"Testimonio de asalto en Lumbisí: ‘Los delincuentes amarraron mis manos, pies y boca con cinta de embalaje’","Lorena (nombre protegido), de 38 años, sufrió un asalto cuando salió a trabajar en el automóvil de su prima. Ocurrió al mediodía del jueves 11 de febrero del 2021 en una zona abandonada, la cual se ubica entre Lumbisí y San Francisco de Pinsha, en el oriente de Quito.",0,,
57,16/02/2021,"En atraco a una tienda en Colombia, policías saludan a ladrón mientras huye",El dueño de una empresa en Bogotá (Colombia) no sale del asombro tras ser víctima de un atraco. Un hombre que fingía ser un cliente que quería comprarle un bicimoto a su esposa entró al lugar como si nada y se ganó la confianza de las empleadas que hasta de ofrecieron un agua aromática para que se relajara mientras se decidía.,0,,
58,13/02/2021,Los demócratas reculan y deciden no citar testigos en el juicio a Trump,"En otro movimiento inesperado, los demócratas que actúan como 'fiscales' en el juicio político a Donald Trump llegaron a un acuerdo con la defensa del exmandatario para finalmente no citar a ningún testigo, lo que pone fin al drama desatado por la mañana y significa que el proceso podría acabar este 13 de febrero del 2021.",0,,
59,12/02/2021,"Equipo periodístico fue asaltado en los exteriores del estadio Monumental, en Guayaquil; el robo quedó grabado","El periodista deportivo Diego O. señaló en su cuenta de Twitter el asalto del que fue víctima él y su camarógrafo, en los exteriores del estadio Monumental, en el oeste de Guayaquil, la tarde de este viernes 12 de febrero de 2021.",0,,
60,12/02/2021,Testimonio de inseguridad: ‘Los delincuentes me amarraron y golpearon para robar el carro de mi hermano’,"Luciana (nombre protegido) es una chica de 18 años que sufrió un asalto violento mientras laboraba en el automóvil de su hermano, un Chevrolet Aveo Emotion Advance blanco de placas PCF 7836. La noche del sábado 6 de febrero del 2021, ella hizo una carrera a una pareja y le robaron el vehículo.",0,,
61,11/02/2021,Una líder de la toma al Capitolio declara que obedecía instrucciones de Trump,"Una líder del grupo paramilitar Oath Keepers, que planeó y participó junto a otros en el asalto al Capitolio de EE.UU., creía que obedecía instrucciones del entonces presidente Donald Trump, según unos documentos del Departamento de Justicia difundidos este 11 de febrero del 2021 por medios locales.",0,,
62,05/02/2021,‘Delincuentes arrojaron un clavo ‘miguelito’ a la llanta de mi vehículo en la avenida Edmundo Carvajal’,"Momentos de pánico vivió Daniela E., la mañana del jueves 4 de febrero del 2021, mientras circulaba por la avenida Edmundo Carvajal, la cual se ubica en una zona exclusiva del noroccidente de Quito. Un hombre le arrojó un clavo 'miguelito' en uno de los neumáticos de su vehículo tras salir del autobanco de un centro comercial.",0,,
63,03/02/2021,Ocho sospechosos asaltan un local avícola en Guayaquil y roban USD 10 500,"Hombres ingresaron en una avícola en el noreste de Guayaquil, 2 de ellos vestidos con ropa similar a la Policía Nacional. Los hombres presuntamente robaron USD 9 000 y USD 1 500 en cheques. Video Redes sociales",0,,
64,03/02/2021,Hombres vestidos como policías robaron una avícola en Guayaquil,"Cámaras de seguridad captaron el robo a una avícola en Guayaquil. El hecho se registró el martes, 2 de febrero del 2021, a las 07:15.",0,,
65,02/02/2021,La congresista demócrata Ocasio-Cortez revela que fue agredida sexualmente,La congresista estadounidense demócrata Alexandria Ocasio-Cortez ha revelado durante una intervención en directo en su cuenta de Instagram que se considera una superviviente de una agresión sexual.,0,,
66,26/01/2021,Desconocidos intentaron robar a pasajeros de bus en Guayaquil,"Con un arma de fuego dos hombres amenazaron a los usuarios de un bus mientras les arrebataban los bolsos, carteras, celulares y dinero. El atraco quedó grabado en una cámara de video del transporte público en Guayaquil. Video: @InformadosEcuador",0,,
67,26/01/2021,Pasajeros de un bus intentaron linchar a hombre que los amenazó con pistola, otro sospechoso disparó a la Policía,0,0,
68,21/01/2021,Cámara registra a un vendedor que se enfrenta a hombres armados cuando asaltan un local,"La cámara de seguridad de un local comercial captó el momento en el que un hombre que atendía el negocio fue asaltado por dos atacantes armados. La víctima reacciona y al notar que se defiende, uno de los sospechosos huye, mientras el otro es enfrentado por el vendedor, quien lo neutraliza. Video: Redes sociales",0,,
69,21/01/2021,Video registra a un vendedor que defiende su local en Ecuador con una llave al estilo de la ‘lucha libre’,"En imágenes, difundidas en redes sociales, se puede observar el momento en el que un hombre defiende su negocio de dos hombres armados que ingresaron al local comercial. El hecho sucedió en Cuenca, en el sur del Ecuador.",0,,
70,19/01/2021,"Policía arresta a mujer que habría tratado de vender computadora de Pelosi a Rusia, tras asalto al Capitolio","Autoridades estadounidenses arrestaron a una mujer acusada de robar una computadora portátil o un disco duro de la oficina de la Presidenta de la Cámara de Representantes, Nancy Pelosi, durante el asalto al Capitolio que realizaron los partidarios del presidente Donald Trump, reportaron medios locales.",0,,
71,12/01/2021,Informe de FBI alertó de una ‘guerra’ en el Capitolio un día antes del asalto,"Un informe interno del Buró Federal de Investigaciones de EE.UU. (FBI) alertó un día antes del asalto al Capitolio de que un grupo de extremistas se preparaba para lanzar una ""guerra"" en Washington y cometer violencia contra el Congreso, desveló este martes el diario The Washington Post.",0,,
72,12/01/2021,Seguidores de Donald Trump en asalto al Capitolio sufren consecuencias al volver a casa,"De pie en medio de una multitud de partidarios del presidente Donald Trump que agitaba banderas frente al Capitolio estadounidense el miércoles pasado, Rick Saccone decidió capturar el histórico momento.",0,,
73,12/01/2021,Demócratas siguen adelante con planes de juicio político contra Donald Trump tras asalto al Capitolio,Los demócratas le darán al presidente Donald Trump una última oportunidad el martes para dejar el cargo días antes de que expire su mandato si no quiere enfrentar un inédito segundo juicio político por el asalto de sus partidarios al Capitolio el 6 de enero.,0,,
74,11/01/2021,Legisladora da positivo al coronavirus tras el encierro durante el asalto al Congreso de Estados Unidos,"Una legisladora estadounidense de 75 años dijo este lunes, 11 de enero del 2021, que había dado positivo en el test de covid-19 después de haber estado encerrada para eludir una turba que atacó el Capitolio de Estados Unidos la semana pasada, y dijo que creía que estuvo expuesta cuando se refugió con colegas sin mascarilla.",0,,
75,11/01/2021,Sentenciado a 1 075 años de cárcel el predicador de una secta turca por abuso sexual y asalto,"El telepredicador turco Adnan Oktar, líder de una secta islamista y conocido por su programa televisivo en el que aparecía rodeados de apuestos jóvenes, ha sido sentenciado el lunes 11 de enero del 2021 a 1 075 años de cárcel por varios delitos de abuso sexual y fraude.",0,,
76,11/01/2021,Schwarzenegger compara asalto al Capitolio con el nazismo en Alemania,"El actor y exgobernador republicano de California Arnold Schwarzenegger calificó al primer mandatario estadounidense Donald Trump como el ""peor presidente de la historia"" y comparó el asalto al Capitolio con uno de los episodios más dramáticos del nazismo en Alemania.",0,,
77,10/01/2021,Varias empresas suspenderán apoyo a republicanos opuestos a confirmar a Biden como Presidente de EE.UU.,"Tres grandes empresas estadounidenses, incluida la conocida cadena de hoteles Marriott, van a suspender sus donaciones a los legisladores republicanos que esta semana trataron de frenar la confirmación de Joe Biden como próximo presidente.",0,,
78,09/01/2021,"Autoridades arrestan en EE.UU. a Jake Angeli, Richard Barnett…, los asaltantes del Capitolio","Las autoridades de Estados Unidos comenzaron el sábado 9 de enero del 2021 del fin de semana las detenciones de participantes en el asalto al Capitolio mientras los demócratas del Congreso detallan sus planes para iniciar el lunes 11 de enero del 2021 el proceso para un segundo juicio político al presidente saliente, Donald Trump.",0,,
79,08/01/2021,Personas involucradas en el asalto al Capitolio han perdido sus empleos tras ser identificadas,"Tras los inéditos sucesos del pasado miércoles 6 de enero de 2021 en Washington DC (Estados Unidos), cuando una turba de cientos de personas ingresó en el Capitolio para impedir la confirmación de Joe Biden como nuevo presidente por parte del Congreso y el Senado, las imágenes de lo ocurrido continúan circulando.",0,,
80,08/01/2021,El asalto al Capitolio revela el alcance del privilegio blanco en EE.UU.,"Dos escenas han marcado Washington en el último año: una multitud dispersada con gases lacrimógenos en una plaza pública y una turba que tuvo vía libre para entrar y vandalizar el Capitolio. El contraste entre ambos episodios ha revelado el alcance del privilegio blanco en Estados Unidos, siete meses después del estallido social contra el racismo en el país.",0,,
81,07/01/2021,"Embajador de EE.UU. en Ecuador resalta la importancia de la institucionalidad y la democracia, tras toma del Capitolio","Un día después de que se registrara el violento asalto al Congreso de Estados Unidos, el Embajador de ese país en Ecuador se pronunció sobre el suceso este jueves 7 de enero del 2021.",0,,
82,06/01/2021,Ecuador expresa ‘preocupación’ por asalto al Capitolio en Washington,"El Gobierno de Ecuador expresó este 6 de enero del 2021 su ""preocupación"" por los sucesos ocurridos en Washington, donde miles de seguidores del presidente saliente, Donald Trump, protagonizaron un asalto al Capitolio.",0,,
83,06/01/2021,Biden exige a Trump que salga en televisión y zanje el ‘asedio’ al Capitolio,"El presidente electo de Estados Unidos, Joe Biden, exigió este miércoles 6 de enero del 2021 al saliente mandatario Donald Trump hablar en televisión nacional para ""defender la Constitución"" y poner ""fin al asedio"" al Congreso, tras el asalto de miles de sus seguidores registrado en el Capitolio.",0,,
84,06/01/2021,Trump culpa a Pence del caos mientras sus seguidores asaltan el Capitolio,"El presidente saliente de Estados Unidos, Donald Trump, culpó este miércoles 6 de enero del 2021 a su vicepresidente y también presidente del Senado, Mike Pence, del caos en Washington por no haberse arrogado poderes que no le otorga la Constitución para revocar su derrota electoral, mientras sus seguidores asaltaban el Capitolio.",0,,
85,06/01/2021,"Fallece la mujer herida de bala en asalto al Capitolio de EE.UU., según medios","Una mujer que fue herida de bala este miércoles 6 de enero del 2021 durante el asalto de manifestantes pro Donald Trump al Capitolio falleció, según indicaron fuentes policiales a varios medios estadounidenses.",0,,
86,05/01/2021,Cámara capta cómo una mujer simula y se viste con pijama para robar vehículos en el sur de Quito,"Una cámara de seguridad registró a una mujer que simula ser moradora del barrio La Gatazo, en el sur de Quito, para robar carteras dentro de una camioneta. La sospechosa usa un traje de pijama para acercarse al vehículo y aprovecha que el propietario descarga unas cajas, para sustraer los objetos. Video: Cortesía",0,,
87,05/01/2021,Indignación por ataque a pareja que viajaba en moto durante asalto,"Una pareja de ciudadanos que se desplazaba en una moto por el barrio Santa Fe, en Villavicencio, Colombia, fue intimidada por tres hombres con armas blancas hasta tumbarlos del vehículo para despojarlos de sus pertenencias.",0,,
88,30/12/2020,Bodegas de Antinarcóticos-Puyo fueron asaltadas, se llevaron 300 kilos de droga,0,0,
89,30/12/2020,Imágenes del asalto a un hombre durante los festejos de Barcelona en Guayaquil,"Las personas que grababan los festejos de Barcelona registraron el momento en que un hombre armado en moto se camufló en una caravana y asaltó a un transeúnte, que filmaba la celebración de los hinchas toreros en Guayaquil. Video: Redes sociales",0,,
90,30/12/2020,Un video registra un asalto durante los festejos por el campeonato de Barcelona S.C. en Guayaquil,"La noche del martes 29 de diciembre del 2020, Barcelona S.C. se proclamó campeón del fútbol ecuatoriano. El triunfo del equipo torero hizo que centenares de hinchas del club salgan a las calles a festejar la victoria. Durante una de estas celebraciones un asalto quedó registrado en video.",0,,
91,30/12/2020,Un policía que conducía un Cabify mató a un hombre que trató de asaltarlo en Argentina,"Un policía que se encontraba de franco y conducía un Cabify se encontró en la mitad de su recorrido con un asalto. Ocurrió el pasado lunes 29 de diciembre de 2020 en la ciudad de Lanús, provincia de Buenos Aires en Argentina.",0,,
92,29/12/2020,Cámaras de seguridad graban asalto a mano armada en el sur de Quito,"Un asalto a mano armada se registró a las 10:43 de este martes, 29 de diciembre del 2020, en las calles Quilotoa y Guayllabamba, sector Chimbacalle, en el sur de Quito. El hecho quedó grabado en las cámaras de seguridad del sector.",0,,
93,28/12/2020,Conductor de taxi sentenciado a 10 años por asaltar y secuestrar a pasajera en Guayaquil,"Un hombre fue sentenciado a 10 años de prisión por el asalto y secuestro extorsivo a una mujer en Guayaquil, ocurridos el pasado 18 de enero de 2020.",0,,
94,17/12/2020,Ocho cosas que debe saber para evitar que le roben al entrar o al salir del banco,"A la mujer le arrebataron USD 25 000 en efectivo. El dinero lo había retirado de una agencia bancaria ubicada en Machachi, en el cantón Mejía. Salió del banco sin notar que seis personas la seguían.",0,,
95,17/12/2020,Simulacro de asalto en la Empresa Eléctrica de Riobamba se viralizó en redes,"Un video que circuló la mañana de este jueves 17 de diciembre del 2020 en las redes sociales muestra a tres hombres que someten a los guardias de seguridad y a los usuarios de la Empresa Eléctrica de Riobamba. Se trata de un simulacro de asalto, organizado por el personal de seguridad de la entidad y la Policía Nacional.",0,,
96,16/12/2020,Una mujer evitó que personas armadas con un cuchillo le robaran en Quito,"Guadalupe es quiteña y tiene 63 años. Cuanta que en su vida nunca le habían intentado robar con un cuchillo. Este miércoles 16 de diciembre del 2020 narró a este Diario cómo logró evitar que un hombre y una mujer le arrebataran sus pertenencias. El suceso ocurrió en sur de Quito, en el barrio Chiriyacu, a las 16:15, el sábado 12 de diciembre.",0,,
97,14/12/2020,Conductor regresó por los hombres que intentaron asaltarlo, embistió la motocicleta en la que se transportaban,0,0,
98,14/12/2020,Hombres armados entraron a edificio haciéndose pasar por condóminos,"Vecinos de un edificio en el barrio San Fernando, en Cali, Colombia, quedaron impactados, luego de que hombres armados ingresaron al lugar y sometieron con amenazas y armas de fuego al guardia de seguridad del inmbueble.",0,,
99,11/12/2020,Cinco tipos de vigilancia se ejecutan para frenar los asaltos en Ecuador,"La orden del comando central es que los policías multipliquen los operativos en diciembre, para frenar a las bandas delictivas. Una de las preocupaciones tiene relación con los asaltos a los locales comerciales, como los perpetrados en estos días.",0,,
100,10/12/2020,Asalto a transeúnte en el sur de Quito se registró en video, la Policía detuvo a tres sospechosos,0,0,
101,10/12/2020,Peatón trata de escapar de dos asaltantes en Quito,Dos hombres sometieron a un hombre de forma agresiva para quitarle sus pertenencias. El robo quedó registrado en un video.,0,,
102,08/12/2020,"Cuatro negocios asaltados en la Jipijapa, norte de Quito; hay temor por la inseguridad",Los dueños de los comercios que son parte del chat grupal ‘Jipijapa Local Seguro’ bromean con cambiar el nombre a ‘Jipijapa Local Inseguro’.,0,,
103,07/12/2020,Cámaras de vigilancia registran intento de asalto en local del norte de Quito,Ocurrió a las 16:28 del sábado 5 de diciembre del 2020. Las cámaras de vigilancia de un local de venta de abastos y productos alimentos registró un intento de asalto violento en el norte de Quito.,0,,
