fecha,titulo,link,descripcion,is_fake
2020-04-03,Maria Paula Romo: “Los Correístas se están muriendo a propósito para desprestigiarnos”,http://elmercioco.com/maria-paula-romo-los-correistas-se-estan-muriendo-a-proposito-para-desprestigiarnos/,"La ministra de Gobierno, María Paula Romo, anunció que si habrá toque de queda total en la provincia de Guayas este fin de semana. A través de su cuenta en la red social Twitter Romo indicó que no hay que entrar en el pánico, y afirmó que las muertes en Guayaquil son planificadas por Rafael Correa desde Bélgica.",1
2020-03-21,Cynthia Viteri se cura milagrosamente del Coronavirus,http://elmercioco.com/cynthia-viteri-se-cura-milagrosamente-del-coronavirus/,"La alcaldesa de Guayaquil, Cynthia Viteri, informó a las 10:30 de este sábado 21 de marzo del 2020, a través de redes sociales, que ha sido milagrosamente curada del coronavirus covid-19.  Viteri explicó que su milagrosa cura fue gracias a un cebiche de balde que se comió en la calle.",1
2020-03-21,La Unión Europea prohibe la entrada a guayaquileños por 10 años,http://elmercioco.com/la-union-europea-prohibe-la-entrada-a-guayaquilenos-por-10-anos/,"La Unión Europea emitió sanciones en contra de los guayaquileños por el bloqueo de la pista de aterrizaje del Aeropuerto José Joaquin de Olmedo de Guayaquil para impedir el aterrizaje de un avión procedente de España.  Bajo un comunicado, la Unión Europea no dejará entrar a su territorio a ningún ciudadano guayaquileño durante 10 años, y los descendientes de Cynthia Viteri, no podrán entrar a Europa por dos generaciones.",1
2020-02-17,Erika Vélez afirma que Vargas la llamó a decirle que él es su ‘segundo marido’,http://elmercioco.com/erika-velez-afirma-que-vargas-la-llamo-a-decirle-que-el-es-su-segundo-marido/,"La actriz Erika Vélez anunció que el presidente de la CONAIE Jaime Vargas la contactó por teléfono. Érika Vélez quien fue elegida para ser la presentadora del programas Master Chef Ecuador reality show de gastronomía, afirmó que un tal “Jaime Vargas” le llamó para comunicarle que él es su segundo marido.",1
2020-02-17,Jaime Vargas se auto proclama “Dios Hijo”,http://elmercioco.com/jaime-vargas-se-auto-proclama-dios-hijo/,"Desde el Parque Calderón en la ciudad de Cuenca, el líder indígena Jaime Vargas se refirió, este 17 de febrero, al viaje que realizó hace unos días a Guatemala, donde participó en actividades con representantes de pueblos indígenas de otros países.  En rueda de prensa, el presidente de la Confederación de Nacionalidades Indígenas del Ecuador (Conaie) dijo que el presidente de Guatemala, Alejandro Giammattei, debió respetarlo porque él es presidente de la CONAIE y Dios Hijo.",1
2020-02-13,Moreno le habría robado más de 10 millones de átomos a Donald Trump,http://elmercioco.com/moreno-le-habria-robado-mas-de-10-millones-de-atomos-a-donald-trump/,"Según fuentes oficiales, el presidente Lenín Moreno habría solicitado al registro civil que se le cambie la denominación de mestizo a blanco en las bases de datos ecuatorianas. Según Moreno, sus átomos ya no son 100% ecuatorianos porque respiró durante 15 minutos los átomos de Donald Trump durante su visita a Washington.",1
2020-02-01,Moreno:”Las mujeres no denuncian el acoso sexual cuando ven una vergota”,http://elmercioco.com/morenolas-mujeres-no-denuncian-el-acoso-sexual-cuando-ven-una-vergota/,"El presidente de Ecuador, Lenín Moreno, expuso este viernes su interpretación del acoso sexual y dijo que “las mujeres no denuncian ningun acoso cuando el hombre es tiene una vergota, porque cuando ven ‘tremendo paquete’ no piensan en que sea un abuso”. “Los hombres estamos sometidos permanentemente al peligro de que nos acusen de acoso, menos aquellos que tienen 3 piernas, a ellos nunca les acusan”, dijo el presidente durante un acto público en Guayaquil con inversionistas y financieros a los que exponía su política de expansión económica.",1
2019-10-31,"Según Ivan Granda, Maria Paula Romo tendría el mustacho de Hitler abajo del ombligo",http://elmercioco.com/segun-ivan-granda-maria-paula-romo-tendria-el-mustacho-de-hitler-abajo-del-ombligo/,"Después de que la CIDH investigara los asesinatos cometidos por el gobierno de Lenin Moreno durante las protestas, Ivan Granda -amante de la ministra del interior- confesó la perturbadora noticia. Según Granda, el detalle del mustacho de Hitler no le quedó desapercibido cada vez que se pegaba un “cebichito de concha”.",1
2019-10-29,Nebot se tatua al Che como prueba de su amor al comunismo,http://elmercioco.com/nebot-se-tatua-al-che-como-prueba-de-su-amor-al-comunismo/,"Después de publicar su video socialista, el ex alcalde de Guayaquil Jaime Nebot, decidió mostrar sus tatuajes comunistas en sus redes sociales. “El comunismo es el camino hacia el desarrollo, el neoliberalismo no da de comer a los que más lo necesitan, yo soy un comunista de convicción, ¡patria o muerte!”, afirmó Nebot en un discurso.",1
2019-10-23,Moreno: Correa y Maduro están detrás de las protestas en Saturno,http://elmercioco.com/moreno-correa-y-maduro-estan-detras-de-las-protestas-en-saturno/,"Las protestas en el planeta Saturno no han cesado desde hace 6 semanas saturneanas donde el proletariado pide mejores condiciones de vida. Saturno se une a la ola de protestas donde Chile, Ecuador, Barcelona, Líbano han causado desmanes y saqueos en las calles debido a la injusticia social.",1
2019-10-03,Gobierno legaliza las de 16 para que la gente se olvide del paquetazo,http://elmercioco.com/gobierno-legaliza-las-de-16-para-que-la-gente-se-olvide-del-paquetazo/,"El máximo organismo constitucional del Ecuador, respaldó el sexo consentido con señoritas de 16 años, esta madrugada. Con cinco votos a favor y cuatro en contra, la Corte Constitucional (CC) resolvió favorablemente el sexo entre un adulto y una niña de 16 años ya es legal y no será considerado como violación.",1
2019-10-02,"Anti-correísta que esperaba recibir solo la puntita en impuestos, recibió tremendo paquetazo",http://elmercioco.com/anti-correista-que-esperaba-recibir-solo-la-puntita-en-impuestos-recibio-tremendo-paquetazo/,"Miles de odioadores de Rafael Correa esperaban con un poco de miedo las nuevas medidas económicas ordenadas por el FMI, compraron varios litros de vaselina para estar preparados.  “Solo subirá el IVA dos puntos, Correa ya subió por un año y no pasó nada, es como decimos los hombres, solo la puntita jajaja”, manifestó Luis López un empleado público.",1
2019-09-26,El Lobo Feróz sopló y derrumbó las casas que construyó Otto,http://elmercioco.com/el-lobo-feroz-soplo-y-derrumbo-las-casas-que-construyo-otto/,"Las casitas de caña que el vicepresidente de la república Otto Sonnenholzner entregó esta semana a los guayaquileños ya se encuentran destruidas. Las casitas que fueron hechas a la maldita sea, con caña podrida y techo con huecos fueron destruidas debido a fuertes vientos.",1
2019-09-18,Cura pedófilo celebra la ley anti aborto con sus dos deliciosos monaguillos,http://elmercioco.com/cura-pedofilo-celebra-la-ley-anti-aborto-con-sus-dos-deliciosos-monaguillos/,"La Conferencia Episcopal Ecuatoriana felicitó a los legisladores, en un comunicado, por no votaran a favor de despenalizar el aborto en caso de que las mujeres sean víctimas de violación.  Un cura pedófilo aplaudió con euforia la no despenalización del aborto y afirmó que esta victoria de Dios merece ser celebrada.",1
2019-09-18,La Asamblea Nacional permite a los pedófilos ser padres de familia,http://elmercioco.com/la-asamblea-nacional-permite-a-los-pedofilos-ser-padres-de-familia/,"La Asamblea Nacional negó la noche de este martes la despenalización del aborto en caso de violación, contemplada dentro del proyecto de reformas al Código Orgánico Integral Penal (COIP), que introduce cambios en 129 artículos de la norma vigente. En los exteriores de la asamblea, la Asociación de Violadores del Ecuador (AVE), agradeció a la asamblea nacional por velar por sus derechos.",1
2019-09-05,Pamela Martínez no se acuerda donde dejó su bolígrafo,http://elmercioco.com/pamela-martinez-no-se-acuerda-donde-dejo-su-boligrafo/,El disque cuaderno disque hallado detrás de una disque chimenea en la casa de Pamela Martínez supuestamente fue escrito en el 2018 según la fiscal Diana Salazar.  La ex asesora de Rafael Correa confirmó esta ella escribió todo de memoria porque tiene una memoria perfecta.,1
2019-09-04,Nació la hija de Vito Muñoz,http://elmercioco.com/nacio-la-hija-de-vito-munoz/,"Piña Colada Muñoz Zambrano, la hija de Vito Muñoz y Rosibel Zambrano nació este 1 de septiembre de 2019 por parto natural. La hermosa bebé nació verdecita, midió 18 cm y pesó 4 libras, y llenó de alegría a la feliz pareja.",1
2019-08-16,El Zapato del Crnel. Tapia fue exitosamente extraído del culo de Vivanco,http://elmercioco.com/el-zapato-del-crnel-tapia-fue-exitosamente-extraido-del-culo-de-vivanco/,"Esta mañana doctores del Hospital Militar examinaron el trasero del youtuber Luis Eduardo Vivanco, el mismo que llegó al centro médico con síntomas de desgarro anal severo. Las radiografías del coxis de Vivanco, revelaron un zapato incrustado en el trasero del youtuber que probablemente pertenecería al Coronel Rolando Tapia.",1
2019-08-05,Lenin Moreno pide disculpas a los chimpanzés por compararlos con niños guayaquileños,http://elmercioco.com/lenin-moreno-pide-disculpas-a-los-chimpanzes-por-compararlos-con-ninos-guayaquilenos/,"El presidente Lenin Moreno intentó aclarar uno de sus comunes ‘lapsus brutos’ cuando se refirió a los niños pobres como “monitos emprendedores”. El rechazo por parte de los ecuatorianos, a obligado al presidente ecuatoriano a disculparse. Pero una vez mas, el débil intelecto de Moreno le jugó una mala pasada, al disculparse con los monos en lugar de con los ecuatorianos.",1
2019-07-29,Iván Granda: “Me como a la Romo porque no tengo plata para ir al Chongo”,http://elmercioco.com/ivan-granda-me-como-a-la-romo-porque-no-tengo-plata-para-ir-al-chongo/,"El Ministro Iván Granda en una entrevista con Carlos Vera, confirmó que si usa bienes del estado para irse de vacaciones amorosas con Maria Paula Romo, la ministra del Interior. Granda posteriormente confirmó que si “le atiende” a Romo, y afirmó que son tiempos difíciles y que no tiene plata para una buena ‘cariñosa’",1
2019-07-22,El lelo Vivanco bloquea a su abuela en Twitter por no pautar con la Posta,http://elmercioco.com/el-lelo-vivanco-bloquea-a-su-abuela-en-twitter-por-no-pautar-con-la-posta/,"Después de que el Shiri Carán de la capital, Jorge Yunda se burlara de Luis Eduardo Vivanco por las redes sociales, el Youtuber de la posta se ha dedicado a bloquear a todo aquel que lo trolée en las redes sociales. Según el Dr. Luis Sánchez, proctólogo del Hospital de lo Valles, el fuerte troleo que recibió Vivanco en las redes sociales le ha causado fuertes dolores anales. La desesperación de Vivanco fue tanta que hasta bloqueó a su abuela por trolearlo en twitter.",1
2019-07-15,Ministra Romo es menos histérica desde que el ministro Iván Granda le garrotea,http://elmercioco.com/ministra-romo-es-menos-histerica-desde-que-el-ministro-ivan-granda-le-garrotea/,"Después de que se descubriera la relación carnal entre la ministra del Interior Maria Paula Romo y el Ministro Iván Granda, muchas noticias han salido a la luz. Según estadísticas del INEC, el apresamiento a ciudadanos sin justificación alguna disminuyó en un 90% desde que el ministro Ivan Granda le mete sus garrotazos a la Ministra Romo.",1
2019-07-09,Maria José Carrión ya tuvo su primer hijo con el venezolano,http://elmercioco.com/maria-jose-carrion-ya-tuvo-su-primer-hijo-con-el-venezolano/,"La asambleísta María Jose Carrión quién afirmó hace semanas atrás que se encontraba embarazada, parió a su crío esta madrugada.   Carrión quién también publicó una fotografía con su amante de nacionalidad venezolana, afirmó que en un principio ella lo alojó en su casa por ser un pobre desplazado de su país, luego con unos tragos demás, una cosa llevó a la otra, ella le metió dos puñetes e hicieron el amor.",1
2019-06-29,Ricky Martin celebró el fichaje de Antonio Valencia por la LDU,http://elmercioco.com/ricky-martin-ldu-valencia/,"Liga de Quito ha hecho oficial este viernes la contratación por dos años del ecuatoriano Antonio Valencia, quien estuvo en Brasil con la selección que disputó la Copa América.  En un video difundido en sus redes sociales, el exjugador del Manchester United aparece en el estadio Rodrigo Paz vistiendo el mismo número 25 que mantuvo durante una década en Inglaterra, pero ahora con la camiseta blanca del equipo quiteño.",1
2019-06-29,Gobierno analiza gravar impuesto a ‘Netflix’ y a ‘El Mercioco’,http://elmercioco.com/gobierno-analiza-gravar-impuesto-a-netflix-y-a-el-mercioco/,"El Gobierno sigue analizando las medidas que se aplicarían como parte de las reformas tributarias que enviará a la Asamblea. En una entrevista en diario El Comercio, el viceministro de Finanzas, Fabián Carrillo, anunció la posibilidad de aplicar un impuesto por el uso de plataformas digitales para películas, series y diversión como Netflix, Spotify y Diario El Mercioco. Según el viceministro, la propuesta nace de la necesidad de formalizar este servicio. El funcionario dijo también que para estas reformas que se plantean reciben asesoramiento técnico de organismos internacionales, entre ellos, la Comisión Económica para América Latina y el Caribe (CEPAL).",1
2019-06-28,La alcaldía de Riobamba se convierte en chongo de a $5 el palo,http://elmercioco.com/la-alcaldia-de-latacunga-se-convierte-en-chongo-de-a-5-el-palo/,"El alcalde de Riobamba junto a sus concejales han decidido convertir el edificio de la alcaldía en un chongo para el pueblo. El objetivo es obtener fondos para completar las obras de la ciudad puesto que ya no hay presupuesto. Según los ediles, este proyecto recaudará alrededor de 10 millones de dólares mensuales.",1
2019-06-24,Ecuatorianos piensan que el Bolillo perderá hasta el vuelo de regreso,http://elmercioco.com/ecuatorianos-piensan-que-el-bolillo-perdera-hasta-el-vuelo-de-regreso/,"La Selección de Ecuador solo debe ganar a Japón para clasificar a cuartos de final de la Copa América Brasil-2019. Esta posibilidad se dio tras los resultados finales en el grupo B: Colombia derrotó 1-0 a Paraguay y Argentina venció 2-0 a Catar. Si gana Ecuador hace tres unidades y entraría como segundo mejor tercero sobre guaraníes y cataríes, que se quedaron con dos puntos y una unidad respectivamente.",1
2019-06-17,Ecuatorianos piden a los Bucaram que le “saquen la puta” al Bolillo para que se vaya de una vez,http://elmercioco.com/ecuatorianos-piden-a-los-bucaram-que-le-saquen-la-puta-al-bolillo-para-que-se-vaya-de-una-vez/,"En la jornada de este domingo, la Selección de Ecuador perdió 4-0 ante Uruguay, en un partido en el que los charrúas dominaron durante gran parte del compromiso.  Ante tal humillación por parte del Bolillo Gomez, los Ecuatorianos por medio de las redes sociales han llamado a la familia Bucaram para defender el nombre del Ecuador.",1
2019-06-11,Moreno afirma que la selección “Siempre vale tres atados de v….”,http://elmercioco.com/moreno-afirma-que-la-seleccion-siempre-vale-tres-atados-de-v/,"Por las semifinales del Mundial sub 20, Ecuador perdió el duelo contra Corea del Sur, en un intenso duelo táctico, que mantuvo a ambos conjuntos buscando controlar el partido.  Al minuto de finalizar el partido, el mandatario Lenin Moreno afirmó en su cuenta de twitter que Wakanda (refiriendose a los jugadores negros de Ecuador), siempre valen tres atados de v…a. En declaraciones pasadas Moreno insistió en que el Ecuador nunca gana medallas.",1
2019-06-08,Moreno anuncia que eliminará el impuesto a la cocada por la victoria de la Mini Tri,http://elmercioco.com/moreno-anuncia-que-eliminara-el-impuesto-a-la-cocada-por-la-victoria-de-la-mini-tri/,"Ecuador venció 2-1 a Estados Unidos en el partido por cuartos de final del Mundial Sub 20 de Polonia 2019 y consiguió una histórica clasificación a semifinales.  Ante esta heroica hazaña de los seleccionados sub20, Lenin Moreno afirmó que como apoyo al futbol nacional, eliminará el impuesto a la cocada.",1
2019-06-08,Once humildes ecuatorianos le cierran el hocico a Lenin Moreno,http://elmercioco.com/once-humildes-ecuatorianos-le-cierran-el-hocico-a-lenin-moreno/,"Con goles de José Cifuentes y Jhon Espinoza, la selección ecuatoriana se impuso 2-1 a los norteamericanos (empaté parcial de Timothy Weah) y se clasificó a las semifinales del Mundial de Polonia 2019. Hace un mes Lenin Moreno dijo que “no apoya al deporte ecuatoriano porque nosotros nunca ganamos nada mientras que los estadounidenses siempre ganan todo”.",1
2019-06-03,Invasores de la ciclovía festejan con orgullo el triunfo de Carapaz,http://elmercioco.com/invasores-de-la-ciclovia-festejan-con-orgullo-el-triunfo-de-carapaz/,"El ciclista ecuatoriano Richard Carapaz ganó el Giro de Italia, luego de 21 intensos días y 90 horas de carrera. Es el segundo latinoamericano en lograr esta distinción, y el primer ecuatoriano en alcanzar este hito del deporte mundial.  Miles de conductores que putean a los ciclistas, y que invaden las ciclovías, felicitaron a Carapaz por las redes sociales y se sintieron orgullosos de que Carapaz sea Ecuatoriano.",1
2019-05-31,Alexis Mera rompe record Guinness en su primera hora en la cárcel,http://elmercioco.com/alexis-mera-rompe-record-guinness-en-su-primera-hora-en-la-carcel/,"Alexis Mera, exsecretario jurídico de la Presidencia durante el periodo de Rafael Correa, fue detenido en Guayaquil la mañana de este viernes 31 de mayo del 2019, por el caso ‘Arroz con Chancho’ y fue enviado a la cárcel de Esmeraldas .  Según la fiscalía, el mismo acusado habría solicitado ser encarcelado en Esmeraldas.",1
2019-05-24,AU-D será el nuevo ministro de Economía y Finanzas del Ecuador,http://elmercioco.com/au-d-sera-el-nuevo-ministro-de-economia-y-finanzas-del-ecuador/,"EM. Noticias.– Después de que fuentes desde el Palacio de Carondelet confirmaran que Juan Fernando Velasco será el nuevo ministro de Cultura, un nuevo ministerio cambiará de titular. Se trata del Ministerio de Economía y Finanzas cuya administración pasará a manos de Martín Galarza conocido como AU-D. El músico reemplazará a Richard Martinez, quien se ha desempeñado en el cargo desde el 24 de mayo de 2017. El presidente del Ecuador Lenin Moreno ha manifestado que no habrá mucha diferencia en el cargo, ya que Martinez y Galarza tienen las mismas competencias y características.",1
2019-05-20,Trujillo destituye a Satanás y nombra a Hitler “diablo interino”,http://elmercioco.com/trujillo-destituye-a-satanas-y-nombra-a-hitler-diablo-interino/,"Julio Cesar Trujillo, ex presidente del Consejo de Participación Ciudadana y Control Social Transitorio (Cpccs-t), encargado de evaluar a los organismos de control de Ecuador, destituyó hoy a Satanás y a cinco demonios por haberse aliado con Hugo Chavez. El presidente del Cpccs-t, Julio César Trujillo, anunció el fallo de ese organismo en el primer día que llegó al infierno y nombró a Adolf Hitler como el “Señor de la obscuridad interino”. El anuncio lo hizo junto a Leon Febres Cordero.",1
2019-05-18,Vinicio Alvarado entrenará en la Ultimate Fighting Championship (UFC) para que lo respeten,http://elmercioco.com/vinicio-alvarado-entrenara-en-la-ultimate-fighting-championship-ufc-para-que-lo-respeten/,El ex ministro ecuatoriano Vinicio Alvarado ha decidido dedicarse a los combates de la Ultimate Fighting Championship (UFC) después de ser agredido por un grandulón en Guayaquil. Alvarado agradeció en sus redes sociales los mensajes de apoyo y afirmó que va a entrenar fuerte para triunfar en las peleas y así ganarse el respeto de los neardentales que viven en Guayaquil.,1
2019-05-17,Rulimán que votó ‘7 VECES SI’ trabajará 12 horas diarias a pesar de ser capitalista,http://elmercioco.com/ruliman-que-voto-7-veces-si-trabajara-12-horas-diarias-a-pesar-de-ser-capitalista/,"Una jornada especial de hasta 12 horas diarias deberán cumplir en el Ecuador los trabajadores (anticorreístas incluidos) de acuerdo a las reformas consensuadas por el Consejo Nacional de Trabajo y Salarios el día de ayer. Así se desprende de un documento que publicó la Cámara de Comercio de Quito detallando los acuerdos logrados por parte de los delegados de trabajadores, empleadores y del ministro de Trabajo, ayer.",1
2019-05-17,Yunda nombra a su perro vice alcalde de la capital,http://elmercioco.com/yunda-nombra-a-su-perro-vice-alcalde-de-la-capital/,"Zeus, el perro de raza del alcalde de la Capital del Ecuador, fue posesionado como primer vice-alcalde del Concejo Metropolitano de Quito en la primera sesión de constitución del organismo. Zeus es la mascota oficial de del movimiento Unión Ecuatoriana, al que pertenece el alcalde Jorge Yunda. A su favor hubo 12 votos de Unión Ecuatoriana, Izquierda Democrática (alianza con movimiento Vive), Concertación y  CREO.",1
2019-05-15,Taita Dios: “Trujillo ya se estaba pasando de vergante”,http://elmercioco.com/taita-dios-trujillo-ya-se-estaba-pasando-de-vergante/,"Julio César Trujillo, presidente del Consejo de Participación Ciudadana y Control Social transitorio (Cpccs-t) ingresó la tarde de este martes 14 de mayo del 2019 de emergencia al Hospital Metropolitano de Quito por un accidente cerebro vascular.  El director médico del Hospital Metropolitano, Raúl Jervis, informó que la condición de salud del también exasambleísta y expresidente del Tribunal de Garantías Constitucionales de Ecuador es “crítica” con “pronóstico reservado severo”.",1
2019-05-11,"Longazo contento porque la Unión Europea eliminará las visas, pero no tiene ni para el bus",http://elmercioco.com/longazo-contento-porque-la-union-europea-eliminara-las-visas-pero-no-tiene-ni-para-el-bus/,"Franklin Cunalata, un joven ecuatoriano que es controlador de bus, celebró  con alegría la posible eliminación del visado para los ecuatorianos que quieren ingresar a Europa. Según Cunalata, esto es un paso importante para la unión de las sociedades y para el turismo natural.",1
2019-04-25,Lenin alza el gas porque los pobres no tienen nada que cocinar,http://elmercioco.com/lenin-alza-el-gas-porque-los-pobres-no-tienen-nada-que-cocinar/,"El Gobierno del presidente Lenín Moreno decidió subir el precio del gas natural. Así lo indica un decreto ejecutivo del 24 de abril de 2019. De acuerdo con el documento, el costo de este tipo de gas variará de acuerdo con las condiciones del mercado.  Las protestas en las redes sociales no han parado de criticar al presidente Moreno ya que subió el precio de la gasolina y ahora el gas.",1
2019-04-23,Moreno quita el desayuno escolar porque los niños están gorditos y no consiguen novia,http://elmercioco.com/moreno-quita-el-desayuno-escolar-porque-los-ninos-estan-gorditos-y-no-consiguen-novia/,"El presidente Lenin Moreno decidió cancelar el desayuno escolar para todos los niños de escuelas fiscales del Ecuador. Este programa fue implementado por el gobierno de Rafael Correa, en el cual todos los niños de las escuelas fiscales recibían un desayuno con vitaminas para que puedan asimilar bien los conocimientos en la escuela y para poder prevenir enfermedades y la desnutrición. Moreno argumentó que decidió eliminar dicho desayuno ya que por culpa del expresidente Correa, los niños están obesos y no pueden conseguir novia.",1
2019-04-22,Chapa que pateó a señora en la cara durante las protestas recibió la medalla de honor,http://elmercioco.com/chapa-que-pateo-a-senora-en-la-cara-durante-las-protestas-recibio-la-medalla-de-honor/,"Con una condecoración ‘Al valor’ fue reconocido el heroísmo del cabo segundo de Policía Brandon Jesus Guamán Quishpe, quien apareció en un video propinándole una patada en la cara a una señora que protestaba contra el régimen de Lenin Moreno. En el video: Una señora que protestaba contra las mentiras de Lenin Moreno, intentaba recoger una bandera del Ecuador la cual estaba tirada en el piso, en ese momento el policía Guamán pateó en la cara a la peligrosa señora.",1
