,fecha,titulo,descripcion
25,23/11/2020,Sospechosos de asaltos detenidos el domingo en Quito salieron libres en menos de 24 horas,"Dos motocicletas negras, un revólver y un uniforme policial. Esas fueron las evidencias que encontró el domingo 22 de noviembre del 2020 la Policía en el interior de una vivienda ubicada en el sector de la Real Audiencia, en el norte de Quito."
26,19/11/2020,Alerta por robos en el país; el ECU-911 recibió 58 285 reportes,"Los servicios de Inteligencia están desplegados en el país. La idea es identificar a las redes delictivas que están detrás de los asaltos y robos reportados en el ECU-911, en las oficinas judiciales o por medio de las redes sociales."
27,18/11/2020,"Las robos y asaltos armados ahora se difunden más en redes sociales, chats comunitarios o se comunican a través del ECU-911","Las restricciones de movilidad, la posibilidad de contagio de covid-19 y el cierre inicial de las oficinas fiscales impidieron que todas las víctimas de delitos denuncien los hechos formalmente."
28,17/11/2020,En Esmeraldas se prepara una ‘Marcha por la Paz’ ante el incremento de robos en la ciudad,"La gobernadora de Esmeraldas, Cecilia Angulo, anunció la preparación de una 'Marcha por la Paz' ante los más recientes actos de violencia registrados en la ciudad. Lo informó la tarde de este martes 17 de noviembre de 2020."
29,10/11/2020,Cuatro asaltos violentos se registran en cámaras de video en Quito,"Las cámaras instaladas en las afueras de viviendas y negocios han registrado robos y asaltos que se han producido en diferentes barrios de Quito en lo que va de este mes. Hoy, martes 10 de noviembre del 2020, esos videos se han difundido de forma masiva en las redes sociales e Internet."
30,10/11/2020,Cámaras de video registran cuatro robos en Quito,Las cámaras instaladas afuera de viviendas y negocios han registrado robos que se han producido en diferentes barrios de Quito en lo que va de noviembre del 2020.
31,07/11/2020,Robos de piezas de vehículos en los parques La Armenia y Bicentenario de Quito causan malestar entre visitantes,"Durante el último feriado por la Independencia de Cuenca y el Día de los Difuntos, las piezas de dos vehículos fueron sustraídas en los parqueaderos de los parques Metropolitano de La Armenia y Bicentenario, ubicados en la vía al Valle de Los Chillos y el norte de Quito respectivamente."
32,04/11/2020,Militares ejecutan operativos en las calles de Guayaquil; quieren evitar el incremento de delitos,"Los militares salieron a las calles de Guayaquil este miércoles, 4 de noviembre de 2020. El Comando Conjunto de las Fuerzas Armadas informó que los uniformados realizarán operativos de control con la Policía Nacional. La idea es evitar el incremento de actos delictivos en la ciudad."
33,03/11/2020,"Podcast: Entérese con EL COMERCIO, 4 de noviembre del 2020","Manténgase informado con el podcast: Entérese con EL COMERCIO. A continuación, los temas más destacados de EL COMERCIO este miércoles 4 de noviembre del 2020."
34,31/10/2020,Dramáticos relatos de robos quedan registrados en el 911; 58 285 reportes de robos en Ecuador en el 2020,"La mujer hablaba en voz baja. Estaba nerviosa. Con un tono tembloroso contaba a la operadora del ECU-911 que estaba encerrada en el baño junto con su hija de 5 años, que solo estaban las dos en la casa, y vieron cómo dos hombres estaban en la terraza y forzaban los candados para entrar a robar."
35,30/10/2020,Policía recomienda tomar medidas adicionales si sale de la ciudad por el feriado,El servicio denominado Encargo de Domicilio está activado. Las personas que salen de la ciudad por el feriado del Día de Muertos y la Independencia de Cuenca pueden acceder a este programa policial para aumentar las seguridades en sus casas.
36,29/10/2020,Ciclistas piden mayor control y protección en Quito; entregaron un documento a la ministra Romo,Los tres casos de asaltos violentos a ciclistas registrados en los últimos días encendieron las alarmas y sobre todo la indignación de la ciudadanía.
37,16/10/2020,Un año de cárcel para 4 personas por robo a pasajeros en buses de Riobamba,"Cuatro personas fueron sentenciadas a un año de cárcel por asociación ilícita. De acuerdo con información de la Fiscalía, ​los procesados se dedicaban a cometer delitos contra la propiedad en buses urbanos de la ciudad de Riobamba, en la Sierra andina del Ecuador."
38,16/10/2020,Ciclista víctima de asalto en el parque Metropolitano Guangüiltagua de Quito: ‘No les importó que había gente’,"Edison (nombre protegido), de 42 años, sufrió un asalto en el acceso sur del parque Metropolitano Guangüiltagua ubicado en el norte de Quito, a las 13:30 del viernes 9 de octubre del 2020. El hecho ocurrió mientras se entrenaba para una competencia atlética."
39,15/10/2020,Los robos de autopartes en aumento; 3 694 denuncias a escala nacional en primer trimestre del 2020,"Las bodegas de la Policía Judicial en Quito están repletas de radios, espejos, limpiaparabrisas, baterías, llantas y cerebros de vehículos."
40,12/10/2020,25 robos a personas se reportaron en el feriado por el 9 de Octubre en Quito,"Un total 198 000 vehículos salieron de Quito a otros puntos del país durante el último feriado sin estado de excepción por las fiestas de Independencia de Guayaquil. Además, 182 000 carros de otras provincias visitaron la capital."
41,24/09/2020,En siete sectores de Quito hay más quejas y el control se refuerza,"Siempre fueron considerados puntos críticos debido a su inseguridad, pero se han tornado más conflictivos."
42,18/09/2020,9 detenidos por robo a pasajeros de buses en Quito,"Durante un patrullaje en las paradas del Corredor Sur Occidental, un grupo de agentes motorizados detuvieron aproximadamente a las 16:02 del viernes 18 de septiembre del 2020 a nueve personas sospechosas de robos a los pasajeros, que se trasladaban en las unidades que conectan el norte y sur de Quito."
43,11/09/2020,Motos son usadas para ejecutar robos de celulares; 5 provincias concentran el 76% de denuncias,El robo de celulares durante la pandemia prendió las alertas entre los investigadores.
44,10/09/2020,Los motorizados son blanco de bandas que operan en pandemia,"Las quejas llegan frecuentemente a la Policía Judicial. Unos son mensajeros y otros, repartidores de comida. Pero también hay personas que en estos meses de pandemia usaban las motos para trasladarse a sus trabajos. Todos están en las oficinas judiciales, porque sus motocicletas fueron robadas."
45,01/09/2020,Vecinos del Centro Histórico de Quito realizan marcha para exigir que se retiren las vallas metálicas que rodean al Palacio de Gobierno,"Por tercera semana consecutiva, los vecinos y dueños de locales comerciales del Centro Histórico de Quito realizaron un plantón por la inseguridad. A las 10:00 de este martes, 1 de septiembre de 2020, ellos se concentraron en la plaza de San Francisco con pancartas, pitos, megáfonos y gritos de protesta."
46,31/08/2020,"Ocho zonas del Centro Histórico de Quito, afectadas por robos","La propietaria del local Las Espumillas de La Michelena, ubicado en las calles Mejía y Guayaquil, del Centro Histórico de Quito, no piensa reabrirlo luego de que fuera saqueado la noche del 5 de abril."
47,23/08/2020,Declaratoria de ‘emergencia’ piden los vecinos y dueños de locales del Centro Histórico por la inseguridad,"La inseguridad preocupa a los vecinos y dueños de locales comerciales en el Centro Histórico de Quito, una de las parroquias más afectadas por el incremento de casos de covid-19. Los últimos hechos que causaron conmoción fueron los asesinatos reportados entre el 14 y 18 de agosto del 2020."
48,19/08/2020,Asaltos a panaderías en Quito fueron registrados en videos,"Datos proporcionados por la Policía Nacional indican que, desde enero hasta julio del 2020, hubo 6 035 delitos en Quito, lo cual representa una baja del 31% con relación a los registros del mismo período del año pasado: 8786."
49,05/08/2020,Hay preocupación por los robos en Quito; la Policía refuerza la seguridad,"En lo que va del 2020, 4 168 personas han sido detenidas en Quito por diferentes delitos. La Policía del Distrito señala que se han reforzado controles para prevenir sobre todo el robo a personas, vehículos y casas."
50,31/07/2020,¿Dónde puedo denunciar si soy víctima de un robo?,El cierre de las oficinas fiscales de Quito ha generado malestar en los ciudadanos que necesitan presentar sus denuncias y no pueden hacerlo.
51,15/07/2020,"En el sur y centro de Quito hay más robos, según datos de la Policía","Los patrullajes son constantes. Policías recorren los parques, plazas y calles en Quito para prevenir delitos durante la emergencia sanitaria por el covid-19. Cerca de 5 300 agentes está a cargo de la seguridad en la ciudad y a cargo de los controles por el covid-19."
52,10/07/2020,"Moradores de Ponceano Alto, en el norte de Quito, denuncian robos y asaltos y piden mayor seguridad","Lenin López no imaginó la sorpresa que le esperaba la mañana del sábado 4 de julio de 2020 cuando se dispuso a revisar su vehículo Toyota Corolla. La ventana trasera del automóvil estaba rota y el motor no arrancaba, pues había sido desmantelado durante la noche. Los moradores manifiestan que ésta no es la primera ocasión en la que ocurren este tipo de incidentes en el sector de Ponceano Alto, en el norte de Quito."
53,08/07/2020,La Policía detuvo a cuatro hombres tras una persecución en el norte de Quito,"Cuatro hombres fueron detenidos a las 05:40 de este miércoles 8 de julio del 2020 en la intersección de las avenidas Tomás de Berlanga y Amazonas, en el norte de Quito. Según la Policía Nacional, los individuos se dedicaban a asaltar transeúntes en los sectores de La Kennedy, La Dammer, Baker y Jipijapa. Utilizaban cuchillos para intimidar a sus víctimas."
54,30/06/2020,Los reportes de robos y asaltos a personas y a casas aumentan en Quito,Los robos quedan grabados en videos. En unas imágenes se ve cómo los asaltantes ingresan en las noches a las casas y se llevan las pertenencias. En otras se ven a grupos que atacan a personas en las vías.
55,25/06/2020,Camiones distribuidores de gas son blanco de asaltos en Quito,"Los comerciantes de gas en Quito han identificado a una banda delictiva que se dedica a asaltar de forma agresiva a los camiones repartidores de cilindros. La mañana de hoy, jueves 25 de junio del 2020, este Diario visitó distribuidoras y dialogó con los choferes de esos vehículos."
56,25/06/2020,"Los robos y asaltos atemorizan a los vecinos de la González Suárez, en Quito","Los moradores del barrio residencial González Suárez, ubicado en el norte de Quito, denuncian que los robos y atracos se reportan todos los días en las calles y edificios de ese sector, el cual se caracteriza por sus grandes edificios, viviendas lujosas y oficinas de todo tipo de empresas."
57,05/06/2020,Video capta cómo hombres se movilizan en vehículo para asaltar en Quito,"El video dura un minuto con trece segundos. En las imágenes se observa que de un vehículo obscuro se bajan dos hombres con armas de fuego y asaltan a los ocupantes de un carro blanco parqueado en la acera, junto a la entrada de un conjunto residencial. Los intimidan, se llevan las pertenencias y huyen rápidamente."
58,09/05/2020,"211 planteles del país, asaltados en la emergencia sanitaria","Computadoras, focos, escritorios, sillas y hasta inodoros. Todo ha sido sustraído de escuelas y colegios públicos. El Ministerio de Educación detalla que 211 planteles que funcionan en el país han sido asaltados en la emergencia por el covid-19."
59,06/05/2020,En Quito se reportan robos violentos durante el día y en pleno espacio público,La forma de perpetrar los asaltos se repite. Los sospechosos se mueven en grupos por las calles de Quito hasta encontrar a las posibles víctimas. Los robos duran menos de un minuto y son violentos.
60,15/03/2020,"En menos de un mes, tres robos consecutivos en la iglesia San José de Morán","Es la tercera vez que se registra un robo en la iglesia San José de Morán, ubicada en la parroquia Calderón (norte de Quito). La madrugada de este domingo, 15 de marzo del 2020, los vecinos de los alrededores del templo alertaron sobre lo ocurrido."
61,10/03/2020,"Moradores de la Real Audiencia, norte de Quito, piden más seguridad","Moradores del sector de la Real Audiencia, en el norte de Quito, manifiestan que los problemas de inseguridad son comunes en la zona y que no han recibido una respuesta oportuna por parte de la fuerza pública. El viernes 6 de marzo del 2020, se produjo un asalto a mano armada en la calle José María Borrero, en el sector de la Real Audiencia, en el norte de Quito."
62,17/02/2020,Vecinos de Sangolquí piden más seguridad,"Las cinco carteras se encontraban sobre el césped, junto a la acera, en las calles A y Riofrío, de la Cooperativa 31 de Mayo de Sangolquí, cantón Rumiñahui. Los peatones que transitan a diario por esa zona comentaban, asustados, que los robos y asaltos ocurren con recurrencia en esa vía."
63,10/02/2020,Podcast: Entérese con EL COMERCIO 11 de febrero del 2020,"Manténgase informado con el podcast: Entérese con EL COMERCIO. A continuación, los temas de este 11 de febrero del 2020."
64,10/02/2020,Robos en camaroneras afectan más a pequeños productores,"En Puerto Pitahaya ronda el miedo. En esta zona, ubicada en el cantón Arenillas, provincia de El Oro, los asaltos y los robos a camaroneras se registran diariamente."
65,08/02/2020,Robo de cables y vidrios se registró en ocho paradas de buses de Guayaquil,"La Agencia de Tránsito Municipal de Guayaquil informó, a través de un comunicado de prensa, que las paradas colocadas en Los Ríos, Esmeraldas, Tungurahua, Venezuela, Portete, Clemente Ballén, Aguirre y Chimborazo fueron vandalizadas."
66,03/02/2020,"Los asaltos y robos violentos en el sector de La Carolina, norte de Quito, alarman a la comunidad","Los comerciantes, vecinos y oficinistas de las avenidas Amazonas y Naciones Unidas, en el norte de Quito, siguen consternados por el asesinato de Mariana, de 68 años. El sábado 1 de febrero del 2020, la ciudadana recibió dos disparos tras resistirse a un asalto en ese concurrido sector de la urbe."
67,18/01/2020,Policía detuvo a ocho personas en operativo realizado en Ibarra,"Seis ciudadanos fueron privados de su libertad y dos menores fueron aislados por estar implicados en asalto y robo a personas. La operación policial se desarrolló este 18 de enero del 2020, en la ciudad de Ibarra, ubicada en el norte de Ecuador."
68,01/01/2020,La inseguridad va en aumento en El Panecillo,"Los papeles de tamaño A4 fueron pegados en las fachadas de las casas ubicadas en el sector de La Playa de El Panecillo, en el Centro Histórico de Quito. “Barrio unido, no se arriesgue. Ladrón cogido será linchado”, es el mensaje de advertencia que resalta con letras negras."
69,23/12/2019,Asaltantes que se activan en épocas de Navidad son rastreados,"La alerta llegó a través de redes sociales. Vecinos de barrios como Chillogallo, en el sur de Quito, hablan de bandas delictivas con hasta 20 integrantes que roban a conductores. Los sospechosos atacan con violencia y arranchan las compras y otros objetos de valor. Lo hacen en cuestión de minutos y para escapar corren en el sentido contrario al tránsito."
70,07/12/2019,Alerta por la extrema violencia en asaltos,"En la pequeña tienda aún hay tensión. Tres meses después de que fueran asaltados, sus dueños recuerdan lo ocurrido la noche del 22 de septiembre del 2019, cuando dos personas armadas ingresaron dando gritos y se llevaron USD 5 000."
71,03/12/2019,Consejos para evitar robos en las fiestas de Quito y en Navidad,"Se acerca la Navidad y en la actualidad es frecuente observar a ciudadanos con bolsas de compras que salen de los almacenes, supermercados o centros comerciales. A la par, esas personas se vuelven vulnerables a los robos y asaltos bajo diferentes modalidades delictivas, más cuando acuden a sitios con alta afluencia de personas."
72,05/11/2019,Más de 170 000 emergencias se reportaron durante el feriado de cuatro días,"Durante los cuatro días del feriado por el Día de Difuntos y la Independencia de Cuenca se reportaron 178 354 emergencias en todo el país, un 3% menos (183 158 reportes) que en el mismo asueto del 2018. Dentro de esas eventualidades se reportaron 26 homicidios."
73,20/10/2019,Vecinos de Quito se unieron para proteger sus barrios durante las manifestaciones,"Durante las manifestaciones en contra de la eliminación de los subsidios a los combustibles, los residentes de diferentes barrios de Quito se unieron para hacer frente a los ataques, robos y vandalismo que se desataron en las calles capitalinas."
74,15/10/2019,Los vecinos de Tumbaco y Cumbayá se organizaron en brigadas para protegerse de posibles saqueos durante las protestas,"Los vecinos de las parroquias de Tumbaco y Cumbayá, ubicadas en el oriente de Quito, se protegieron de los saqueos y hechos de violencia durante las protestas en contra de la eliminación del subsidio a los combustibles. Brigadas de seguridad se conformaron para realizar rondas por las noches."
75,14/10/2019,"Robos menores, grafitis y ventanas rotas hay en planteles educativos de Quito","En seis instituciones educativas de Quito se evidenciaron afectaciones, producto de las jornadas de manifestaciones en contra de las medidas económicas, que se extendieron desde el jueves 3 hasta el domingo 13 de octubre del 2019. Ventanales rotos y grafitis en las fachadas fueron parte de los daños registrados. Lo informó la Subsecretaría de Educación del Distrito Metropolitano de Quito, este lunes 14 de octubre del 2019."
76,14/10/2019,UPC de la Policía fue quemada y saqueada en Carapungo,"La Policía Nacional informó que, el sábado 12 de octubre de 2019, una Unidad de Policía Comunitaria (UPC) de Carapungo, ubicada en el norte de Quito, fue destruida e incendiada por un grupo de vándalos. Este hecho ocurrió en medio de las protestas por el paro nacional que culminó ayer."
77,09/10/2019,Los barrios y las parroquias de Ambato afectados por la delincuencia,"Asaltos y robos se registraron en los barrios y parroquias de Ambato la noche del martes 8 y madrugada de hoy, miércoles 9 de octubre del 2019. La desesperación y el pánico se apoderaron de los vecinos de Huachi Grande, Huachi Chico, Santa Rosa, Ficoa, American Park, Picaihua, Izamba, Cunchibamba, Nueva Ambato, La Universal que solicitaron el apoyo a la Policía Nacional."
78,04/10/2019,Unidad de Equitación y Remonta resguardó comercios para evitar saqueos y robos en Guayaquil,La Unidad de Equitación Remonta resguardó a los locales comerciales para evitar saqueos y robos. Los actos de vandalismo dejaron un cajero automático destrozado.
79,04/10/2019,Vecinos blindan sus viviendas ante asaltos,"Dos personas irrumpieron en la casa de David Lusiña en el barrio de La Santiago, en el sur de Quito, y se llevaron dinero, joyas y una consola de Play Station. Él cree que los sospechosos treparon por la cerca metálica, forzaron la seguridad de la puerta interna y se llevaron lo primero que vieron."
80,04/10/2019,Locales destruidos en el Suburbio de Guayaquil,Las piedras que usó una muchedumbre para atacar locales comerciales todavía se observan en las calles de varios sectores del Suburbio de Guayaquil.
81,29/09/2019,Nuevas alertas sobre la seguridad,La seguridad es uno de los temas que ocupan la conversación de los ecuatorianos. Las modalidades de los delitos hacen que los ciudadanos se sientan en la indefensión.
82,20/09/2019,"Tres hechos delictivos se reportaron en un solo día en el barrio Granda Centeno, en el norte de Quito","Las dos jóvenes de 19 años que fueron víctimas de un asalto en las calles Francisco Cruz y José de Villalengua del barrio Granda Centeno, en el norte de Quito, se recuperan psicológicamente del asalto del que fueron víctimas. En su trabajo les dieron cuatro días de permiso para que se tomen un descanso."
83,19/09/2019,La Policía investiga perfil de hombres que asaltaron a dos estudiantes en el barrio Granda Centeno de Quito,"La Policía Nacional sigue la pista de los dos hombres que asaltaron a mano armada a dos estudiantes mujeres, a las 07:20 del miércoles 18 de septiembre del 2019, en las calles Francisco Cruz Miranda y José de Villalengua, en el barrio Granda Centeno, norte de Quito."
84,19/09/2019,"Delincuentes robaron joyas valoradas en unos USD 2,2 millones de uno de los más grandes castillos franceses","Los propietarios del castillo francés de Vaux-le-Vicomte, famoso por haber despertado la envidia de Luis XIV y su decisión de levantar Versalles, fueron sorprendidos durante la pasada noche (del 18 al 19 de septiembre del 2019) por seis individuos encapuchados que los maniataron para llevarse sus joyas, valoradas en 2 millones de euros."
85,17/09/2019,Accesoristas ‘ofertan’ servicios a víctimas de robos,"Sin los retrovisores quedó el vehículo de Margarita. Lo había dejado estacionado frente a su casa, en la ciudadela la Alborada, en el norte de Guayaquil. Durante la noche, solo escuchó un golpe cuando arrancaban las piezas. Los vecinos intentaron detener al hombre que lo hizo, pero logró huir."
86,17/09/2019,Los turistas superaron la violencia en la frontera norte y volvieron este año a Esmeraldas,"A Esmeraldas viajaron entre el 2017 y 2018 alrededor de 1,3 millones de turistas. Fueron principalmente de Quito, Ibarra, Ambato, Cuenca, Latacunga, Riobamba y Santo Domingo de los Tsáchilas. Se estima que cada viajero gastó, en promedio, USD 22 por feriado."
87,16/09/2019,Vecinos de Carapungo realizan un plantón; están cansados de los asaltos frecuentes,"La mañana de este lunes, 16 de septiembre del 2019, vecinos de Carapungo, en el norte de Quito, realizaron un plantón para exigir más seguridad a las autoridades de Gobierno y del Municipio. Con carteles y gritos dijeron que están cansados de los robos y asaltos."
88,08/09/2019,"Más brigadas nocturnas, por la inseguridad","Cuadrillas de 15 o 20 vecinos recorren las calles de los barrios para protegerse de la delincuencia, por las noches. Llevan palos y piedras, también pegan carteles con mensajes disuasivos en los que advierten que si un ladrón es atrapado, la gente hará justicia por su cuenta."
89,13/08/2019,Ocho sectores de Quito se organizan contra los robos y asaltos,Su mejor defensa es la organización comunitaria. Los vecinos de al menos ocho sectores de la capital decidieron involucrarse y recuperar los espacios públicos que estaban siendo tomados por la delincuencia.
90,10/08/2019,Colombia dice que ‘endurecerá la mano’ hacia ciudadanos venezolanos que lleguen al país a delinquir,"El Gobierno colombiano advirtió este sábado 10 de agosto del 2019 con ""endurecer la mano"" y ""castigar con todo el rigor en materia migratoria"" a los ciudadanos venezolanos que lleguen a Colombia a delinquir, tras la expulsión del país de tres personas de ese país señalados de integrar una banda de atracadores en Bogotá."
91,04/08/2019,"Malestar por los robos y riñas en Carcelén, en el norte de Quito","La tomó con fuerza del brazo izquierdo y le apuntó con un cuchillo para arrebatarle USD 20. Eran las 15:51 del martes 21 de mayo del 2019 cuando el hombre ingresó a la heladería para robar a la mujer que atendía ese negocio. Asustada ella recuerda esos momentos y asegura que, en lo que va de este año, ha sufrido tres atracos en Carcelén, una localidad de 130 000 habitantes ubicada en el extremo norte de Quito."
92,30/07/2019,"Los asaltos a personas se incrementaron en el primer semestre de este 2019, en Quito","En el primer semestre de este 2019, los asaltos a personas se incrementaron en un 2,32% en Quito. Así lo indica el último reporte del Ministerio del Interior."
93,11/07/2019,Los gerentes de las compañías de transporte están alarmados por la serie de asaltos violentos en los buses,Los constantes robos y asaltos violentos que se cometen casi a diario en el interior de las unidades de transporte público de Quito tienen alarmados a los propietarios de la transportación y a los usuarios.
94,02/07/2019,Dos sospechosos de un asalto en moto fueron retenidos por moradores de un barrio del sur de Quito,"La Policía Nacional detuvo a un adulto y aisló a un menor de edad la mañana de este martes 2 de julio del 2019 en el barrio Venecia 1 de Guamaní, ubicado en el sur de Quito. Los investigan por el asalto cometido en contra de una chica de ese sector."
95,27/06/2019,Muertes violentas y robos preocupan en Azuay,La inseguridad y las muertes violentas preocupan en Azuay. Entre el 19 y 26 de junio del 2019 tres personas fueron asesinadas en Cuenca. Los casos están en investigación por parte de la Fiscalía y la Policía de Criminalística.
96,24/05/2019,Mayoría de crímenes se perpetra con armas; FF.AA. hacen controles,Los videos se difunden a diario. Tiendas asaltadas. Personas agredidas por delincuentes. Robos masivos en buses. Transeúntes intimidados. En todos los casos aparecen personas armadas con pistolas.
97,10/05/2019,En 16 sitios de alto tráfico hay más robos a los conductores en Quito,"Las historias se repiten en el norte, centro y sur de Quito. La Policía ha identificado 16 puntos de la capital, en donde ocurren, con mayor frecuencia, asaltos a personas dentro de sus vehículos. Los policías hablan de una ola de ataques a conductores y que ahora estos hechos se producen con más violencia."
